,name,year,time,max_wind,name_year,hurricane_id,date,status,latitude,longitude,air_pressure,latitude_decimal,longitude_decimal
0,Able,1950,0,35,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
28,Able,1950,0,105,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
29,Able,1950,600,105,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
30,Able,1950,1200,105,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
31,Able,1950,1800,110,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
32,Able,1950,0,110,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
33,Able,1950,600,105,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
34,Able,1950,1200,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
35,Able,1950,1800,90,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
36,Able,1950,0,80,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
37,Able,1950,600,70,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
27,Able,1950,1800,105,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
38,Able,1950,1200,65,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
41,Able,1950,0,35,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
42,Able,1950,600,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
43,Able,1950,1200,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
44,Able,1950,1800,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
45,Able,1950,0,35,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
46,Able,1950,600,35,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
47,Able,1950,1200,35,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
48,Able,1950,1800,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
49,Able,1950,0,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
50,Able,1950,600,30,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
39,Able,1950,1600,65,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
26,Able,1950,1200,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
40,Able,1950,1800,45,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
24,Able,1950,0,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
25,Able,1950,600,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
1,Able,1950,600,40,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
2,Able,1950,1200,45,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
3,Able,1950,1800,50,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
4,Able,1950,0,50,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
5,Able,1950,600,50,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
7,Able,1950,1800,55,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
8,Able,1950,0,60,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
9,Able,1950,600,60,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
10,Able,1950,1200,60,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
11,Able,1950,1800,65,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
6,Able,1950,1200,55,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
13,Able,1950,600,65,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
23,Able,1950,1800,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
12,Able,1950,0,65,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
22,Able,1950,1200,100,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
21,Able,1950,600,95,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
20,Able,1950,0,90,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
18,Able,1950,1200,80,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
19,Able,1950,1800,85,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
17,Able,1950,600,80,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
16,Able,1950,0,80,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
15,Able,1950,1800,75,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
14,Able,1950,1200,70,Able_1950,1,19500812,TS,17.1N,55.5W,-999,17.02,-55.08
90,Baker,1950,600,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
92,Baker,1950,1800,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
94,Baker,1950,600,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
91,Baker,1950,1200,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
93,Baker,1950,0,65,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
89,Baker,1950,0,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
84,Baker,1950,1800,50,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
87,Baker,1950,1200,50,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
86,Baker,1950,600,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
85,Baker,1950,0,50,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
95,Baker,1950,1200,80,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
83,Baker,1950,1200,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
88,Baker,1950,1800,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
96,Baker,1950,1800,85,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
108,Baker,1950,600,20,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
98,Baker,1950,600,90,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
99,Baker,1950,1200,90,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
100,Baker,1950,1800,85,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
101,Baker,1950,0,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
102,Baker,1950,300,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
103,Baker,1950,400,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
104,Baker,1950,600,60,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
105,Baker,1950,1200,40,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
106,Baker,1950,1800,35,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
107,Baker,1950,0,25,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
109,Baker,1950,1200,15,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
110,Baker,1950,1800,15,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
82,Baker,1950,600,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
97,Baker,1950,0,90,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
81,Baker,1950,0,35,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
70,Baker,1950,600,40,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
79,Baker,1950,1200,35,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
80,Baker,1950,1800,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
51,Baker,1950,1200,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
52,Baker,1950,1800,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
53,Baker,1950,0,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
54,Baker,1950,600,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
55,Baker,1950,1200,35,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
56,Baker,1950,1800,40,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
57,Baker,1950,0,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
59,Baker,1950,1200,55,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
60,Baker,1950,1800,60,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
61,Baker,1950,0,65,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
62,Baker,1950,600,70,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
63,Baker,1950,1200,70,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
64,Baker,1950,1800,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
58,Baker,1950,600,50,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
66,Baker,1950,600,75,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
65,Baker,1950,0,85,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
77,Baker,1950,0,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
76,Baker,1950,1800,40,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
75,Baker,1950,1200,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
74,Baker,1950,600,25,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
73,Baker,1950,0,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
78,Baker,1950,600,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
71,Baker,1950,1200,35,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
69,Baker,1950,0,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
68,Baker,1950,1800,45,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
67,Baker,1950,1200,60,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
72,Baker,1950,1800,30,Baker_1950,2,19500818,TD,12.0N,54.0W,-999,12.0,-54.0
154,Charlie,1950,600,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
153,Charlie,1950,0,95,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
152,Charlie,1950,1800,95,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
151,Charlie,1950,1200,95,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
150,Charlie,1950,600,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
149,Charlie,1950,0,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
147,Charlie,1950,1200,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
146,Charlie,1950,600,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
145,Charlie,1950,0,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
144,Charlie,1950,1800,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
143,Charlie,1950,1200,85,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
155,Charlie,1950,1200,85,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
148,Charlie,1950,1800,90,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
156,Charlie,1950,1800,85,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
170,Charlie,1950,600,50,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
158,Charlie,1950,600,80,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
159,Charlie,1950,1200,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
160,Charlie,1950,1800,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
161,Charlie,1950,0,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
162,Charlie,1950,600,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
163,Charlie,1950,1200,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
164,Charlie,1950,1800,70,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
165,Charlie,1950,0,65,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
166,Charlie,1950,600,65,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
167,Charlie,1950,1200,60,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
168,Charlie,1950,1800,55,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
169,Charlie,1950,0,55,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
142,Charlie,1950,600,80,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
157,Charlie,1950,0,80,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
141,Charlie,1950,0,80,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
171,Charlie,1950,1200,50,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
139,Charlie,1950,1200,75,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
111,Charlie,1950,1200,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
112,Charlie,1950,1800,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
113,Charlie,1950,0,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
114,Charlie,1950,600,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
115,Charlie,1950,1200,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
116,Charlie,1950,1800,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
117,Charlie,1950,0,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
118,Charlie,1950,600,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
119,Charlie,1950,1200,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
120,Charlie,1950,1800,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
121,Charlie,1950,0,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
122,Charlie,1950,600,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
123,Charlie,1950,1200,35,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
124,Charlie,1950,1800,40,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
140,Charlie,1950,1800,80,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
126,Charlie,1950,600,40,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
125,Charlie,1950,0,40,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
138,Charlie,1950,600,70,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
137,Charlie,1950,0,65,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
135,Charlie,1950,1200,55,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
134,Charlie,1950,600,55,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
133,Charlie,1950,0,50,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
136,Charlie,1950,1800,60,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
131,Charlie,1950,1200,45,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
130,Charlie,1950,600,45,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
129,Charlie,1950,0,45,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
128,Charlie,1950,1800,40,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
127,Charlie,1950,1200,40,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
132,Charlie,1950,1800,45,Charlie_1950,3,19500821,TS,11.1N,26.4W,-999,11.02,-26.07
220,Dog,1950,1800,85,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
225,Dog,1950,0,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
224,Dog,1950,1800,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
223,Dog,1950,1200,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
222,Dog,1950,600,75,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
221,Dog,1950,0,80,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
219,Dog,1950,1200,85,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
213,Dog,1950,0,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
217,Dog,1950,0,75,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
216,Dog,1950,1800,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
215,Dog,1950,1200,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
214,Dog,1950,600,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
226,Dog,1950,600,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
212,Dog,1950,1800,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
211,Dog,1950,1200,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
218,Dog,1950,600,80,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
227,Dog,1950,1200,60,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
234,Dog,1950,600,60,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
229,Dog,1950,0,55,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
245,Dog,1950,0,55,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
244,Dog,1950,1800,55,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
243,Dog,1950,1200,60,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
210,Dog,1950,600,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
241,Dog,1950,0,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
240,Dog,1950,1800,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
239,Dog,1950,1200,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
238,Dog,1950,600,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
237,Dog,1950,0,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
236,Dog,1950,1800,60,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
235,Dog,1950,1200,60,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
233,Dog,1950,0,55,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
232,Dog,1950,1800,50,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
231,Dog,1950,1200,50,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
230,Dog,1950,600,50,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
228,Dog,1950,1800,55,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
209,Dog,1950,0,70,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
242,Dog,1950,600,65,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
207,Dog,1950,1200,75,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
186,Dog,1950,600,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
185,Dog,1950,0,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
184,Dog,1950,1800,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
183,Dog,1950,1200,100,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
182,Dog,1950,600,100,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
181,Dog,1950,0,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
179,Dog,1950,1200,110,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
178,Dog,1950,600,115,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
177,Dog,1950,0,115,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
176,Dog,1950,1800,115,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
175,Dog,1950,1200,110,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
174,Dog,1950,600,100,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
173,Dog,1950,0,90,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
172,Dog,1950,1800,80,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
208,Dog,1950,1800,75,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
187,Dog,1950,1200,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
188,Dog,1950,1800,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
180,Dog,1950,1800,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
190,Dog,1950,600,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
189,Dog,1950,0,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
205,Dog,1950,0,80,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
204,Dog,1950,1800,85,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
203,Dog,1950,1200,100,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
202,Dog,1950,600,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
200,Dog,1950,1800,120,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
199,Dog,1950,1200,120,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
198,Dog,1950,600,120,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
201,Dog,1950,0,115,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
197,Dog,1950,0,125,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
196,Dog,1950,1800,125,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
195,Dog,1950,1200,125,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
194,Dog,1950,600,120,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
193,Dog,1950,0,115,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
192,Dog,1950,1800,110,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
191,Dog,1950,1200,105,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
206,Dog,1950,600,75,Dog_1950,4,19500830,HU,15.2N,55.6W,-999,15.03,-55.1
274,Easy,1950,600,35,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
268,Easy,1950,0,95,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
269,Easy,1950,400,90,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
270,Easy,1950,600,75,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
271,Easy,1950,1200,60,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
272,Easy,1950,1800,40,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
273,Easy,1950,0,40,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
267,Easy,1950,1800,105,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
283,Easy,1950,1200,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
277,Easy,1950,0,25,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
278,Easy,1950,600,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
279,Easy,1950,1200,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
280,Easy,1950,1800,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
281,Easy,1950,0,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
282,Easy,1950,600,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
284,Easy,1950,1800,20,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
266,Easy,1950,1700,105,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
275,Easy,1950,1200,30,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
265,Easy,1950,1200,105,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
276,Easy,1950,1800,25,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
263,Easy,1950,0,95,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
246,Easy,1950,600,40,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
247,Easy,1950,1200,45,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
248,Easy,1950,1800,50,Easy_1950,5,19500901,TS,19.7N,83.2W,-999,19.12,-83.03
