,name,max_wind,name_year
2254,Carrie,85,Carrie_1957
12981,Luis,85,Luis_1995
10756,Helene,85,Helene_1988
6217,Celia,85,Celia_1970
12980,Luis,85,Luis_1995
9221,Irene,85,Irene_1981
3833,Arlene,85,Arlene_1963
14942,Lenny,85,Lenny_1999
9560,Diana,85,Diana_1984
12978,Luis,85,Luis_1995
4548,Anna,85,Anna_1965
15037,Alberto,85,Alberto_2000
11455,Gustav,85,Gustav_1990
13508,Fran,85,Fran_1996
13729,Lili,85,Lili_1996
1380,Carol,85,Carol_1954
1379,Carol,85,Carol_1954
1377,Carol,85,Carol_1954
156,Charlie,85,Charlie_1950
155,Charlie,85,Charlie_1950
12982,Luis,85,Luis_1995
18581,Gordon,85,Gordon_2006
14750,Floyd,85,Floyd_1999
665,Easy,85,Easy_1951
12240,Emily,85,Emily_1993
11003,Erin,85,Erin_1989
2468,Daisy,85,Daisy_1958
2469,Daisy,85,Daisy_1958
4931,Faith,85,Faith_1966
6083,Kara,85,Kara_1969
22362,Gonzalo,85,Gonzalo_2014
14127,Danielle,85,Danielle_1998
22964,Gaston,85,Gaston_2016
22361,Gonzalo,85,Gonzalo_2014
20475,Paula,85,Paula_2010
16418,Fabian,85,Fabian_2003
345,George,85,George_1950
24669,Dorian,85,Dorian_2019
8923,Jeanne,85,Jeanne_1980
13326,Bertha,85,Bertha_1996
24142,Florence,85,Florence_2018
11976,Bonnie,85,Bonnie_1992
24888,Lorenzo,85,Lorenzo_2019
18840,Felix,85,Felix_2007
22955,Gaston,85,Gaston_2016
14254,Georges,85,Georges_1998
20476,Paula,85,Paula_2010
10015,Gloria,85,Gloria_1985
12676,Erin,85,Erin_1995
11004,Erin,85,Erin_1989
22956,Gaston,85,Gaston_2016
16063,Isidore,85,Isidore_2002
22957,Gaston,85,Gaston_2016
2020,Betsy,85,Betsy_1956
11977,Bonnie,85,Bonnie_1992
19903,Ida,85,Ida_2009
1790,Flora,85,Flora_1955
2016,Betsy,85,Betsy_1956
18135,Wilma,85,Wilma_2005
15226,Isaac,85,Isaac_2000
6270,Ella,85,Ella_1970
761,How,85,How_1951
16059,Isidore,85,Isidore_2002
24179,Florence,85,Florence_2018
4925,Faith,85,Faith_1966
760,How,85,How_1951
24887,Lorenzo,85,Lorenzo_2019
15230,Isaac,85,Isaac_2000
344,George,85,George_1950
1027,Fox,85,Fox_1952
1789,Flora,85,Flora_1955
24670,Dorian,85,Dorian_2019
24671,Dorian,85,Dorian_2019
15216,Isaac,85,Isaac_2000
2693,Janice,85,Janice_1958
14065,Bonnie,85,Bonnie_1998
11153,Hugo,85,Hugo_1989
5888,Gerda,85,Gerda_1969
24672,Dorian,85,Dorian_2019
24674,Dorian,85,Dorian_2019
1967,Katie,85,Katie_1955
4926,Faith,85,Faith_1966
8822,Frances,85,Frances_1980
10282,Earl,85,Earl_1986
11187,Hugo,85,Hugo_1989
8806,Frances,85,Frances_1980
11821,Claudette,85,Claudette_1991
20828,Katia,85,Katia_2011
758,How,85,How_1951
2915,Hannah,85,Hannah_1959
2914,Hannah,85,Hannah_1959
2913,Hannah,85,Hannah_1959
2912,Hannah,85,Hannah_1959
17766,Katrina,85,Katrina_2005
2898,Hannah,85,Hannah_1959
20533,Tomas,85,Tomas_2010
759,How,85,How_1951
10146,Kate,85,Kate_1985
10018,Gloria,85,Gloria_1985
2905,Hannah,85,Hannah_1959
2904,Hannah,85,Hannah_1959
2903,Hannah,85,Hannah_1959
2902,Hannah,85,Hannah_1959
2901,Hannah,85,Hannah_1959
2900,Hannah,85,Hannah_1959
2899,Hannah,85,Hannah_1959
19781,Fred,85,Fred_2009
22294,Edouard,85,Edouard_2014
20534,Tomas,85,Tomas_2010
20535,Tomas,85,Tomas_2010
11978,Bonnie,85,Bonnie_1992
2495,Ella,85,Ella_1958
8795,Frances,85,Frances_1980
8800,Frances,85,Frances_1980
8797,Frances,85,Frances_1980
20509,Richard,85,Richard_2010
22127,Arthur,85,Arthur_2014
22363,Gonzalo,85,Gonzalo_2014
204,Dog,85,Dog_1950
10147,Kate,85,Kate_1985
20818,Katia,85,Katia_2011
13608,Hortense,85,Hortense_1996
19132,Bertha,85,Bertha_2008
16615,Kate,85,Kate_2003
18567,Gordon,85,Gordon_2006
5216,Chloe,85,Chloe_1967
8883,Ivan,85,Ivan_1980
22130,Arthur,85,Arthur_2014
1740,Edith,85,Edith_1955
1741,Edith,85,Edith_1955
5989,Inga,85,Inga_1969
5990,Inga,85,Inga_1969
24241,Helene,85,Helene_2018
5991,Inga,85,Inga_1969
2885,Hannah,85,Hannah_1959
22128,Arthur,85,Arthur_2014
21081,Rina,85,Rina_2011
1742,Edith,85,Edith_1955
24235,Helene,85,Helene_2018
22295,Edouard,85,Edouard_2014
10295,Earl,85,Earl_1986
20508,Richard,85,Richard_2010
22129,Arthur,85,Arthur_2014
16449,Fabian,85,Fabian_2003
15241,Isaac,85,Isaac_2000
5069,Inez,85,Inez_1966
19336,Gustav,85,Gustav_2008
11010,Erin,85,Erin_1989
3123,Donna,85,Donna_1960
5870,Francelia,85,Francelia_1969
11822,Claudette,85,Claudette_1991
10022,Gloria,85,Gloria_1985
2619,Helene,85,Helene_1958
7656,Gladys,85,Gladys_1975
354,George,85,George_1950
951,Charlie,85,Charlie_1952
18851,Felix,85,Felix_2007
24889,Lorenzo,85,Lorenzo_2019
17829,Maria,85,Maria_2005
952,Charlie,85,Charlie_1952
18136,Wilma,85,Wilma_2005
753,How,85,How_1951
13316,Bertha,85,Bertha_1996
754,How,85,How_1951
925,Baker,85,Baker_1952
3121,Donna,85,Donna_1960
24890,Lorenzo,85,Lorenzo_2019
699,Fox,85,Fox_1951
3115,Donna,85,Donna_1960
2002,Betsy,85,Betsy_1956
3122,Donna,85,Donna_1960
11091,Gabrielle,85,Gabrielle_1989
20066,Danielle,85,Danielle_2010
5871,Francelia,85,Francelia_1969
2000,Betsy,85,Betsy_1956
7655,Gladys,85,Gladys_1975
3124,Donna,85,Donna_1960
10139,Kate,85,Kate_1985
1998,Betsy,85,Betsy_1956
96,Baker,85,Baker_1950
20829,Katia,85,Katia_2011
20111,Earl,85,Earl_2010
5866,Francelia,85,Francelia_1969
5869,Francelia,85,Francelia_1969
22683,Joaquin,85,Joaquin_2015
11911,Grace,85,Grace_1991
1999,Betsy,85,Betsy_1956
752,How,85,How_1951
9220,Irene,80,Irene_1981
19135,Bertha,80,Bertha_2008
19723,Bill,80,Bill_2009
24234,Helene,80,Helene_2018
1382,Carol,80,Carol_1954
5978,Inga,80,Inga_1969
4206,Cleo,80,Cleo_1964
1381,Carol,80,Carol_1954
17828,Maria,80,Maria_2005
13728,Lili,80,Lili_1996
17714,Irene,80,Irene_2005
1855,Ione,80,Ione_1955
4294,Dora,80,Dora_1964
1246,Florence,80,Florence_1953
8111,Ella,80,Ella_1978
20835,Katia,80,Katia_2011
1376,Carol,80,Carol_1954
7725,Belle,80,Belle_1976
17715,Irene,80,Irene_2005
17719,Irene,80,Irene_2005
9905,Danny,80,Danny_1985
22364,Gonzalo,80,Gonzalo_2014
5226,Chloe,80,Chloe_1967
10016,Gloria,80,Gloria_1985
19722,Bill,80,Bill_2009
7259,Carmen,80,Carmen_1974
1902,Hilda,80,Hilda_1955
24243,Helene,80,Helene_2018
9559,Diana,80,Diana_1984
1854,Ione,80,Ione_1955
3827,Arlene,80,Arlene_1963
21669,Rafael,80,Rafael_2012
5965,Inga,80,Inga_1969
11011,Erin,80,Erin_1989
3861,Beulah,80,Beulah_1963
5966,Inga,80,Inga_1969
5968,Inga,80,Inga_1969
1908,Hilda,80,Hilda_1955
20507,Richard,80,Richard_2010
12675,Erin,80,Erin_1995
4530,Isbell,80,Isbell_1964
21668,Rafael,80,Rafael_2012
8900,Ivan,80,Ivan_1980
18807,Dean,80,Dean_2007
22131,Arthur,80,Arthur_2014
14130,Danielle,80,Danielle_1998
24891,Lorenzo,80,Lorenzo_2019
18648,Helene,80,Helene_2006
5986,Inga,80,Inga_1969
1925,Janet,80,Janet_1955
16888,Charley,80,Charley_2004
2188,Audrey,80,Audrey_1957
4529,Isbell,80,Isbell_1964
756,How,80,How_1951
5967,Inga,80,Inga_1969
21339,Gordon,80,Gordon_2012
2230,Carrie,80,Carrie_1957
20298,Julia,80,Julia_2010
23540,Irma,80,Irma_2017
5217,Chloe,80,Chloe_1967
18649,Helene,80,Helene_2006
2229,Carrie,80,Carrie_1957
1778,Flora,80,Flora_1955
23773,Maria,80,Maria_2017
584,Charlie,80,Charlie_1951
1384,Carol,80,Carol_1954
5987,Inga,80,Inga_1969
10691,Gilbert,80,Gilbert_1988
5445,Heidi,80,Heidi_1967
22286,Edouard,80,Edouard_2014
1383,Carol,80,Carol_1954
516,Able,80,Able_1951
24475,Michael,80,Michael_2018
1251,Florence,80,Florence_1953
5988,Inga,80,Inga_1969
19941,Alex,80,Alex_2010
4553,Anna,80,Anna_1965
5221,Chloe,80,Chloe_1967
1393,Carol,80,Carol_1954
22342,Gonzalo,80,Gonzalo_2014
23612,Jose,80,Jose_2017
13727,Lili,80,Lili_1996
2187,Audrey,80,Audrey_1957
5444,Heidi,80,Heidi_1967
5219,Chloe,80,Chloe_1967
5985,Inga,80,Inga_1969
17833,Maria,80,Maria_2005
16450,Fabian,80,Fabian_2003
3732,Daisy,80,Daisy_1962
12941,Luis,80,Luis_1995
22125,Arthur,80,Arthur_2014
19782,Fred,80,Fred_2009
14221,Georges,80,Georges_1998
23895,Ophelia,80,Ophelia_2017
19783,Fred,80,Fred_2009
24769,Humberto,80,Humberto_2019
23894,Ophelia,80,Ophelia_2017
7717,Belle,80,Belle_1976
23589,Irma,80,Irma_2017
6467,Fern,80,Fern_1971
20536,Tomas,80,Tomas_2010
18579,Gordon,80,Gordon_2006
15685,Humberto,80,Humberto_2001
5446,Heidi,80,Heidi_1967
4313,Dora,80,Dora_1964
3741,Daisy,80,Daisy_1962
8119,Ella,80,Ella_1978
256,Easy,80,Easy_1950
9568,Diana,80,Diana_1984
14253,Georges,80,Georges_1998
19308,Gustav,80,Gustav_2008
14113,Danielle,80,Danielle_1998
21959,Humberto,80,Humberto_2013
1922,Janet,80,Janet_1955
14875,Irene,80,Irene_1999
16603,Kate,80,Kate_2003
6621,Ginger,80,Ginger_1971
8403,David,80,David_1979
7945,Anita,80,Anita_1977
8796,Frances,80,Frances_1980
5447,Heidi,80,Heidi_1967
7244,Becky,80,Becky_1974
14105,Danielle,80,Danielle_1998
157,Charlie,80,Charlie_1950
142,Charlie,80,Charlie_1950
8805,Frances,80,Frances_1980
10758,Helene,80,Helene_1988
18638,Helene,80,Helene_2006
6219,Celia,80,Celia_1970
6111,Laurie,80,Laurie_1969
23903,Ophelia,80,Ophelia_2017
8156,Flossie,80,Flossie_1978
14112,Danielle,80,Danielle_1998
9185,Harvey,80,Harvey_1981
11937,Andrew,80,Andrew_1992
19140,Bertha,80,Bertha_2008
6620,Ginger,80,Ginger_1971
14166,Earl,80,Earl_1998
7231,Becky,80,Becky_1974
9569,Diana,80,Diana_1984
13722,Lili,80,Lili_1996
8429,David,80,David_1979
17014,Frances,80,Frances_2004
24242,Helene,80,Helene_2018
9906,Danny,80,Danny_1985
9702,Josephine,80,Josephine_1984
13312,Bertha,80,Bertha_1996
3777,Ella,80,Ella_1962
15242,Isaac,80,Isaac_2000
3769,Ella,80,Ella_1962
4601,Betsy,80,Betsy_1965
5227,Chloe,80,Chloe_1967
11090,Gabrielle,80,Gabrielle_1989
19142,Bertha,80,Bertha_2008
4528,Isbell,80,Isbell_1964
5964,Inga,80,Inga_1969
158,Charlie,80,Charlie_1950
5218,Chloe,80,Chloe_1967
20532,Tomas,80,Tomas_2010
2253,Carrie,80,Carrie_1957
11760,Bob,80,Bob_1991
4203,Cleo,80,Cleo_1964
9937,Elena,80,Elena_1985
8108,Ella,80,Ella_1978
6560,Ginger,80,Ginger_1971
2855,Gracie,80,Gracie_1959
4314,Dora,80,Dora_1964
7281,Carmen,80,Carmen_1974
6561,Ginger,80,Ginger_1971
5963,Inga,80,Inga_1969
561,Charlie,80,Charlie_1951
9407,Alicia,80,Alicia_1983
2194,Audrey,80,Audrey_1957
10757,Helene,80,Helene_1988
8436,David,80,David_1979
23850,Nate,80,Nate_2017
14102,Danielle,80,Danielle_1998
7025,Brenda,80,Brenda_1973
757,How,80,How_1951
8430,David,80,David_1979
23851,Nate,80,Nate_2017
3776,Ella,80,Ella_1962
3778,Ella,80,Ella_1962
15031,Alberto,80,Alberto_2000
2245,Carrie,80,Carrie_1957
1141,Carol,80,Carol_1953
23630,Jose,80,Jose_2017
12241,Emily,80,Emily_1993
172,Dog,80,Dog_1950
15832,Olga,80,Olga_2001
15833,Olga,80,Olga_2001
4113,Ginny,80,Ginny_1963
2692,Janice,80,Janice_1958
13317,Bertha,80,Bertha_1996
1782,Flora,80,Flora_1955
4104,Ginny,80,Ginny_1963
4105,Ginny,80,Ginny_1963
9174,Harvey,80,Harvey_1981
2189,Audrey,80,Audrey_1957
4235,Cleo,80,Cleo_1964
4112,Ginny,80,Ginny_1963
4447,Gladys,80,Gladys_1964
4240,Cleo,80,Cleo_1964
2694,Janice,80,Janice_1958
17495,Dennis,80,Dennis_2005
755,How,80,How_1951
23222,Matthew,80,Matthew_2016
446,King,80,King_1950
6622,Ginger,80,Ginger_1971
1217,Edna,80,Edna_1953
15564,Erin,80,Erin_2001
23654,Jose,80,Jose_2017
2606,Helene,80,Helene_1958
4114,Ginny,80,Ginny_1963
6630,Ginger,80,Ginger_1971
5969,Inga,80,Inga_1969
18568,Gordon,80,Gordon_2006
15000,Alberto,80,Alberto_2000
2273,Carrie,80,Carrie_1957
2272,Carrie,80,Carrie_1957
1234,Edna,80,Edna_1953
21524,Michael,80,Michael_2012
10513,Emily,80,Emily_1987
18905,Humberto,80,Humberto_2007
1791,Flora,80,Flora_1955
18783,Dean,80,Dean_2007
2283,Carrie,80,Carrie_1957
18784,Dean,80,Dean_2007
4458,Gladys,80,Gladys_1964
2696,Janice,80,Janice_1958
18785,Dean,80,Dean_2007
2695,Janice,80,Janice_1958
1252,Florence,80,Florence_1953
17,Able,80,Able_1950
15565,Erin,80,Erin_2001
23318,Otto,80,Otto_2016
19122,Bertha,80,Bertha_2008
2699,Janice,80,Janice_1958
2698,Janice,80,Janice_1958
2697,Janice,80,Janice_1958
21509,Michael,80,Michael_2012
2168,Greta,80,Greta_1956
23655,Jose,80,Jose_2017
17220,Jeanne,80,Jeanne_2004
2660,Ilsa,80,Ilsa_1958
6601,Ginger,80,Ginger_1971
9759,Klaus,80,Klaus_1984
6269,Ella,80,Ella_1970
7643,Gladys,80,Gladys_1975
2663,Ilsa,80,Ilsa_1958
2662,Ilsa,80,Ilsa_1958
2661,Ilsa,80,Ilsa_1958
8068,Cora,80,Cora_1978
23696,Katia,80,Katia_2017
7648,Gladys,80,Gladys_1975
23743,Lee,80,Lee_2017
2659,Ilsa,80,Ilsa_1958
8067,Cora,80,Cora_1978
751,How,80,How_1951
23653,Jose,80,Jose_2017
16914,Danielle,80,Danielle_2004
6600,Ginger,80,Ginger_1971
388,Item,80,Item_1950
16616,Kate,80,Kate_2003
259,Easy,80,Easy_1950
2015,Betsy,80,Betsy_1956
8223,Greta,80,Greta_1978
21053,Philippe,80,Philippe_2011
13318,Bertha,80,Bertha_1996
11461,Gustav,80,Gustav_1990
2647,Ilsa,80,Ilsa_1958
23745,Lee,80,Lee_2017
23746,Lee,80,Lee_2017
23748,Lee,80,Lee_2017
15566,Erin,80,Erin_2001
6623,Ginger,80,Ginger_1971
12839,Iris,80,Iris_1995
1216,Edna,80,Edna_1953
15567,Erin,80,Erin_2001
14583,Bret,80,Bret_1999
15568,Erin,80,Erin_2001
9757,Klaus,80,Klaus_1984
21054,Philippe,80,Philippe_2011
15716,Iris,80,Iris_2001
4090,Ginny,80,Ginny_1963
4089,Ginny,80,Ginny_1963
4088,Ginny,80,Ginny_1963
7647,Gladys,80,Gladys_1975
18559,Gordon,80,Gordon_2006
16242,Lili,80,Lili_2002
1779,Flora,80,Flora_1955
2271,Carrie,80,Carrie_1957
13506,Fran,80,Fran_1996
7361,Fifi,80,Fifi_1974
14402,Karl,80,Karl_1998
17484,Dennis,80,Dennis_2005
9711,Josephine,80,Josephine_1984
19623,Paloma,80,Paloma_2008
14984,Alberto,80,Alberto_2000
515,Able,80,Able_1951
9756,Klaus,80,Klaus_1984
9755,Klaus,80,Klaus_1984
9754,Klaus,80,Klaus_1984
6136,Martha,80,Martha_1969
9758,Klaus,80,Klaus_1984
1226,Edna,80,Edna_1953
16005,Gustav,80,Gustav_2002
1233,Edna,80,Edna_1953
518,Able,80,Able_1951
12856,Iris,80,Iris_1995
5046,Inez,80,Inez_1966
14985,Alberto,80,Alberto_2000
255,Easy,80,Easy_1950
5224,Chloe,80,Chloe_1967
438,King,80,King_1950
437,King,80,King_1950
18906,Humberto,80,Humberto_2007
1342,Alice,80,Alice_1954
514,Able,80,Able_1951
5223,Chloe,80,Chloe_1967
10296,Earl,80,Earl_1986
20047,Danielle,80,Danielle_2010
4292,Dora,80,Dora_1964
4291,Dora,80,Dora_1964
5222,Chloe,80,Chloe_1967
6466,Fern,80,Fern_1971
1937,Janet,80,Janet_1955
14644,Cindy,80,Cindy_1999
14350,Jeanne,80,Jeanne_1998
15797,Michelle,80,Michelle_2001
2292,Carrie,80,Carrie_1957
14824,Gert,80,Gert_1999
2293,Carrie,80,Carrie_1957
14645,Cindy,80,Cindy_1999
22665,Joaquin,80,Joaquin_2015
19441,Ike,80,Ike_2008
5443,Heidi,80,Heidi_1967
20836,Katia,80,Katia_2011
513,Able,80,Able_1951
4293,Dora,80,Dora_1964
3869,Beulah,80,Beulah_1963
4474,Hilda,80,Hilda_1964
21423,Kirk,80,Kirk_2012
13507,Fran,80,Fran_1996
6992,Alice,80,Alice_1973
13748,Lili,80,Lili_1996
10764,Helene,80,Helene_1988
415,Jig,80,Jig_1950
13319,Bertha,80,Bertha_1996
10528,Emily,80,Emily_1987
6991,Alice,80,Alice_1973
11472,Gustav,80,Gustav_1990
2116,Flossy,80,Flossy_1956
2115,Flossy,80,Flossy_1956
17877,Nate,80,Nate_2005
13747,Lili,80,Lili_1996
21518,Michael,80,Michael_2012
11456,Gustav,80,Gustav_1990
15798,Michelle,80,Michelle_2001
13750,Lili,80,Lili_1996
5970,Inga,80,Inga_1969
14879,Irene,80,Irene_1999
18782,Dean,80,Dean_2007
20067,Danielle,80,Danielle_2010
21420,Kirk,80,Kirk_2012
10281,Earl,80,Earl_1986
16,Able,80,Able_1950
6602,Ginger,80,Ginger_1971
20054,Danielle,80,Danielle_2010
5034,Inez,80,Inez_1966
21517,Michael,80,Michael_2012
4374,Ethel,80,Ethel_1964
569,Charlie,80,Charlie_1951
16004,Gustav,80,Gustav_2002
15785,Michelle,80,Michelle_2001
16241,Lili,80,Lili_2002
19585,Omar,80,Omar_2008
23759,Lee,80,Lee_2017
21056,Philippe,80,Philippe_2011
10765,Helene,80,Helene_1988
21055,Philippe,80,Philippe_2011
5225,Chloe,80,Chloe_1967
4376,Ethel,80,Ethel_1964
5962,Inga,80,Inga_1969
9146,Gert,80,Gert_1981
3977,Edith,80,Edith_1963
16003,Gustav,80,Gustav_2002
4375,Ethel,80,Ethel_1964
19905,Ida,80,Ida_2009
4052,Flora,80,Flora_1963
4373,Ethel,80,Ethel_1964
18,Able,80,Able_1950
517,Able,80,Able_1951
3976,Edith,80,Edith_1963
18583,Gordon,80,Gordon_2006
9235,Irene,80,Irene_1981
7764,Candice,80,Candice_1976
24045,Chris,80,Chris_2018
10297,Earl,80,Earl_1986
18514,Florence,80,Florence_2006
1666,Diane,80,Diane_1955
7895,Gloria,80,Gloria_1976
11002,Erin,80,Erin_1989
1109,Barbara,80,Barbara_1953
8827,Frances,80,Frances_1980
8828,Frances,80,Frances_1980
11001,Erin,80,Erin_1989
13443,Edouard,80,Edouard_1996
24864,Lorenzo,80,Lorenzo_2019
15039,Alberto,80,Alberto_2000
3210,Anna,80,Anna_1961
1663,Diane,80,Diane_1955
17716,Irene,80,Irene_2005
877,Able,80,Able_1952
17568,Emily,80,Emily_2005
7646,Gladys,80,Gladys_1975
11823,Claudette,80,Claudette_1991
302,Fox,80,Fox_1950
14871,Irene,80,Irene_1999
7607,Faye,80,Faye_1975
8825,Frances,80,Frances_1980
23453,Gert,80,Gert_2017
14399,Karl,80,Karl_1998
221,Dog,80,Dog_1950
1625,Connie,80,Connie_1955
3257,Betsy,80,Betsy_1961
996,Easy,80,Easy_1952
23449,Gert,80,Gert_2017
11972,Bonnie,80,Bonnie_1992
3265,Betsy,80,Betsy_1961
12323,Gert,80,Gert_1993
9070,Emily,80,Emily_1981
11520,Isidore,80,Isidore_1990
8826,Frances,80,Frances_1980
4922,Faith,80,Faith_1966
3258,Betsy,80,Betsy_1961
7120,Ellen,80,Ellen_1973
4923,Faith,80,Faith_1966
3408,Esther,80,Esther_1961
7765,Candice,80,Candice_1976
1671,Diane,80,Diane_1955
7762,Candice,80,Candice_1976
22297,Edouard,80,Edouard_2014
1535,Hazel,80,Hazel_1954
2444,Cleo,80,Cleo_1958
3219,Anna,80,Anna_1961
15623,Felix,80,Felix_2001
15697,Humberto,80,Humberto_2001
3213,Anna,80,Anna_1961
8626,Allen,80,Allen_1980
14878,Irene,80,Irene_1999
14877,Irene,80,Irene_1999
21083,Rina,80,Rina_2011
18639,Helene,80,Helene_2006
14876,Irene,80,Irene_1999
11990,Bonnie,80,Bonnie_1992
23497,Harvey,80,Harvey_2017
7889,Gloria,80,Gloria_1976
24784,Jerry,80,Jerry_2019
713,Fox,80,Fox_1951
13012,Marilyn,80,Marilyn_1995
1836,Ione,80,Ione_1955
409,Jig,80,Jig_1950
10148,Kate,80,Kate_1985
7760,Candice,80,Candice_1976
3211,Anna,80,Anna_1961
14678,Dennis,80,Dennis_1999
17780,Katrina,80,Katrina_2005
20290,Julia,80,Julia_2010
14679,Dennis,80,Dennis_1999
7761,Candice,80,Candice_1976
7645,Gladys,80,Gladys_1975
20834,Katia,80,Katia_2011
5220,Chloe,80,Chloe_1967
17567,Emily,80,Emily_2005
8823,Frances,80,Frances_1980
24757,Humberto,80,Humberto_2019
3212,Anna,80,Anna_1961
36,Able,80,Able_1950
17274,Karl,80,Karl_2004
2001,Betsy,80,Betsy_1956
21744,Sandy,80,Sandy_2012
9103,Floyd,80,Floyd_1981
10819,Joan,80,Joan_1988
12716,Felix,80,Felix_1995
2884,Hannah,80,Hannah_1959
11958,Andrew,80,Andrew_1992
7763,Candice,80,Candice_1976
12715,Felix,80,Felix_1995
1620,Connie,80,Connie_1955
11152,Hugo,80,Hugo_1989
1557,Alice,80,Alice_1955
22965,Gaston,80,Gaston_2016
1624,Connie,80,Connie_1955
24181,Florence,80,Florence_2018
20737,Irene,80,Irene_2011
6085,Kara,80,Kara_1969
3301,Carla,80,Carla_1961
1556,Alice,80,Alice_1955
10971,Dean,80,Dean_1989
7128,Ellen,80,Ellen_1973
7122,Ellen,80,Ellen_1973
3374,Debbie,80,Debbie_1961
20736,Irene,80,Irene_2011
20735,Irene,80,Irene_2011
5774,Debbie,80,Debbie_1969
1621,Connie,80,Connie_1955
7119,Ellen,80,Ellen_1973
2441,Cleo,80,Cleo_1958
2440,Cleo,80,Cleo_1958
10966,Dean,80,Dean_1989
642,Easy,80,Easy_1951
1992,Betsy,80,Betsy_1956
1670,Diane,80,Diane_1955
13181,Roxanne,80,Roxanne_1995
13138,Opal,80,Opal_1995
5773,Debbie,80,Debbie_1969
2438,Cleo,80,Cleo_1958
2439,Cleo,80,Cleo_1958
14325,Ivan,80,Ivan_1998
24675,Dorian,80,Dorian_2019
15271,Joyce,80,Joyce_2000
24676,Dorian,80,Dorian_2019
10717,Gilbert,80,Gilbert_1988
7121,Ellen,80,Ellen_1973
6524,Edith,80,Edith_1971
18625,Helene,80,Helene_2006
1115,Barbara,80,Barbara_1953
301,Fox,80,Fox_1950
4938,Faith,80,Faith_1966
7792,Emmy,80,Emmy_1976
20734,Irene,80,Irene_2011
9068,Emily,80,Emily_1981
6500,Edith,80,Edith_1971
408,Jig,80,Jig_1950
7118,Ellen,80,Ellen_1973
1110,Barbara,80,Barbara_1953
11117,Gabrielle,80,Gabrielle_1989
9067,Emily,80,Emily_1981
16343,Claudette,80,Claudette_2003
15229,Isaac,80,Isaac_2000
4782,Alma,80,Alma_1966
4924,Faith,80,Faith_1966
9069,Emily,80,Emily_1981
5258,Beulah,80,Beulah_1967
1504,Hazel,80,Hazel_1954
6619,Ginger,80,Ginger_1971
8824,Frances,80,Frances_1980
24162,Florence,80,Florence_2018
11824,Claudette,80,Claudette_1991
16604,Kate,80,Kate_2003
3230,Betsy,80,Betsy_1961
15270,Joyce,80,Joyce_2000
3371,Debbie,80,Debbie_1961
919,Baker,80,Baker_1952
95,Baker,80,Baker_1950
20733,Irene,80,Irene_2011
10965,Dean,80,Dean_1989
15040,Alberto,80,Alberto_2000
6082,Kara,80,Kara_1969
4772,Alma,80,Alma_1966
4771,Alma,80,Alma_1966
4932,Faith,80,Faith_1966
24180,Florence,80,Florence_2018
3370,Debbie,80,Debbie_1961
14110,Danielle,80,Danielle_1998
5793,Debbie,80,Debbie_1969
10017,Gloria,80,Gloria_1985
3373,Debbie,80,Debbie_1961
3235,Betsy,80,Betsy_1961
3234,Betsy,80,Betsy_1961
3372,Debbie,80,Debbie_1961
762,How,80,How_1951
13013,Marilyn,80,Marilyn_1995
3505,Frances,80,Frances_1961
13146,Opal,80,Opal_1995
12805,Humberto,80,Humberto_1995
21961,Humberto,80,Humberto_2013
12790,Humberto,80,Humberto_1995
13002,Marilyn,80,Marilyn_1995
13003,Marilyn,80,Marilyn_1995
5068,Inez,80,Inez_1966
22126,Arthur,80,Arthur_2014
218,Dog,80,Dog_1950
12473,Florence,80,Florence_1994
2418,Cleo,80,Cleo_1958
1427,Edna,80,Edna_1954
14106,Danielle,80,Danielle_1998
926,Baker,80,Baker_1952
205,Dog,80,Dog_1950
2917,Hannah,80,Hannah_1959
14363,Jeanne,80,Jeanne_1998
18515,Florence,80,Florence_2006
6854,Betty,80,Betty_1972
14983,Alberto,80,Alberto_2000
668,Easy,80,Easy_1951
21615,Nadine,80,Nadine_2012
15302,Keith,80,Keith_2000
14746,Floyd,80,Floyd_1999
1600,Connie,80,Connie_1955
23890,Ophelia,80,Ophelia_2017
20833,Katia,80,Katia_2011
8787,Frances,80,Frances_1980
11536,Isidore,80,Isidore_1990
20261,Igor,80,Igor_2010
3545,Hattie,80,Hattie_1961
16820,Alex,80,Alex_2004
10133,Kate,80,Kate_1985
20262,Igor,80,Igor_2010
21670,Rafael,80,Rafael_2012
7946,Anita,80,Anita_1977
9219,Irene,80,Irene_1981
2916,Hannah,80,Hannah_1959
12789,Humberto,80,Humberto_1995
10132,Kate,80,Kate_1985
13627,Isidore,80,Isidore_1996
6568,Ginger,80,Ginger_1971
4686,Carol,80,Carol_1965
5228,Chloe,80,Chloe_1967
12778,Humberto,80,Humberto_1995
21251,Ernesto,80,Ernesto_2012
10529,Emily,80,Emily_1987
22948,Gaston,80,Gaston_2016
20831,Katia,80,Katia_2011
3140,Ethel,80,Ethel_1960
19141,Bertha,80,Bertha_2008
16821,Alex,80,Alex_2004
19702,Bill,80,Bill_2009
21250,Ernesto,80,Ernesto_2012
8502,Frederic,80,Frederic_1979
4685,Carol,80,Carol_1965
698,Fox,80,Fox_1951
7821,Emmy,80,Emmy_1976
13941,Erika,80,Erika_1997
20750,Irene,80,Irene_2011
3125,Donna,80,Donna_1960
6863,Betty,80,Betty_1972
1672,Diane,80,Diane_1955
7820,Emmy,80,Emmy_1976
14630,Cindy,80,Cindy_1999
5067,Inez,80,Inez_1966
