,name,max_wind,name_year
8643,Allen,165,Allen_1980
18118,Wilma,160,Wilma_2005
24649,Dorian,160,Dorian_2019
24648,Dorian,160,Dorian_2019
10703,Gilbert,160,Gilbert_1988
8642,Allen,155,Allen_1980
23565,Irma,155,Irma_2017
23562,Irma,155,Irma_2017
23564,Irma,155,Irma_2017
24650,Dorian,155,Dorian_2019
24651,Dorian,155,Dorian_2019
18008,Rita,155,Rita_2005
14453,Mitch,155,Mitch_1998
14452,Mitch,155,Mitch_1998
23563,Irma,155,Irma_2017
24647,Dorian,155,Dorian_2019
23566,Irma,155,Irma_2017
23567,Irma,155,Irma_2017
8634,Allen,155,Allen_1980
10704,Gilbert,155,Gilbert_1988
8649,Allen,155,Allen_1980
18007,Rita,155,Rita_2005
8644,Allen,155,Allen_1980
23561,Irma,155,Irma_2017
17774,Katrina,150,Katrina_2005
1948,Janet,150,Janet_1955
1947,Janet,150,Janet_1955
5817,Camille,150,Camille_1969
18801,Dean,150,Dean_2007
7951,Anita,150,Anita_1977
1946,Janet,150,Janet_1955
23569,Irma,150,Irma_2017
18845,Felix,150,Felix_2007
23568,Irma,150,Irma_2017
18843,Felix,150,Felix_2007
18844,Felix,150,Felix_2007
8635,Allen,150,Allen_1980
18117,Wilma,150,Wilma_2005
11942,Andrew,150,Andrew_1992
23781,Maria,150,Maria_2017
23782,Maria,150,Maria_2017
14454,Mitch,150,Mitch_1998
14455,Mitch,150,Mitch_1998
8420,David,150,David_1979
5811,Camille,150,Camille_1969
18802,Dean,150,Dean_2007
23560,Irma,150,Irma_2017
18006,Rita,150,Rita_2005
5812,Camille,150,Camille_1969
8416,David,150,David_1979
8418,David,145,David_1979
18789,Dean,145,Dean_2007
18790,Dean,145,Dean_2007
23780,Maria,145,Maria_2017
3556,Hattie,145,Hattie_1961
17118,Ivan,145,Ivan_2004
17773,Katrina,145,Katrina_2005
23579,Irma,145,Irma_2017
23578,Irma,145,Irma_2017
8417,David,145,David_1979
8419,David,145,David_1979
23572,Irma,145,Irma_2017
8415,David,145,David_1979
23571,Irma,145,Irma_2017
23570,Irma,145,Irma_2017
18800,Dean,145,Dean_2007
17119,Ivan,145,Ivan_2004
8641,Allen,145,Allen_1980
16518,Isabel,145,Isabel_2003
18005,Rita,145,Rita_2005
10705,Gilbert,145,Gilbert_1988
14456,Mitch,145,Mitch_1998
11941,Andrew,145,Andrew_1992
11947,Andrew,145,Andrew_1992
24646,Dorian,145,Dorian_2019
11948,Andrew,145,Andrew_1992
14451,Mitch,145,Mitch_1998
24652,Dorian,145,Dorian_2019
5813,Camille,145,Camille_1969
8648,Allen,145,Allen_1980
23190,Matthew,145,Matthew_2016
23776,Maria,145,Maria_2017
8633,Allen,145,Allen_1980
23777,Maria,145,Maria_2017
16526,Isabel,140,Isabel_2003
17126,Ivan,140,Ivan_2004
1149,Carol,140,Carol_1953
8632,Allen,140,Allen_1980
17131,Ivan,140,Ivan_2004
1150,Carol,140,Carol_1953
24878,Lorenzo,140,Lorenzo_2019
17124,Ivan,140,Ivan_2004
8414,David,140,David_1979
8636,Allen,140,Allen_1980
10702,Gilbert,140,Gilbert_1988
23783,Maria,140,Maria_2017
8650,Allen,140,Allen_1980
10706,Gilbert,140,Gilbert_1988
17130,Ivan,140,Ivan_2004
17129,Ivan,140,Ivan_2004
3428,Esther,140,Esther_1961
16520,Isabel,140,Isabel_2003
16522,Isabel,140,Isabel_2003
3427,Esther,140,Esther_1961
16530,Isabel,140,Isabel_2003
24473,Michael,140,Michael_2018
16521,Isabel,140,Isabel_2003
16519,Isabel,140,Isabel_2003
1945,Janet,140,Janet_1955
17775,Katrina,140,Katrina_2005
11158,Hugo,140,Hugo_1989
3429,Esther,140,Esther_1961
17127,Ivan,140,Ivan_2004
18119,Wilma,140,Wilma_2005
17125,Ivan,140,Ivan_2004
17128,Ivan,140,Ivan_2004
1944,Janet,140,Janet_1955
5302,Beulah,140,Beulah_1967
23573,Irma,140,Irma_2017
18850,Felix,140,Felix_2007
23191,Matthew,140,Matthew_2016
18009,Rita,140,Rita_2005
5816,Camille,140,Camille_1969
5814,Camille,140,Camille_1969
23779,Maria,140,Maria_2017
5303,Beulah,140,Beulah_1967
5304,Beulah,140,Beulah_1967
18846,Felix,140,Felix_2007
17557,Emily,140,Emily_2005
23577,Irma,140,Irma_2017
6498,Edith,140,Edith_1971
7950,Anita,140,Anita_1977
17107,Ivan,140,Ivan_2004
17108,Ivan,140,Ivan_2004
14457,Mitch,140,Mitch_1998
11943,Andrew,140,Andrew_1992
16527,Isabel,135,Isabel_2003
16529,Isabel,135,Isabel_2003
16528,Isabel,135,Isabel_2003
18849,Felix,135,Felix_2007
11159,Hugo,135,Hugo_1989
23197,Matthew,135,Matthew_2016
5301,Beulah,135,Beulah_1967
8640,Allen,135,Allen_1980
16525,Isabel,135,Isabel_2003
14756,Floyd,135,Floyd_1999
23778,Maria,135,Maria_2017
23192,Matthew,135,Matthew_2016
17558,Emily,135,Emily_2005
22678,Joaquin,135,Joaquin_2015
1151,Carol,135,Carol_1953
1148,Carol,135,Carol_1953
24645,Dorian,135,Dorian_2019
14229,Georges,135,Georges_1998
19327,Gustav,135,Gustav_2008
14450,Mitch,135,Mitch_1998
24653,Dorian,135,Dorian_2019
14755,Floyd,135,Floyd_1999
18120,Wilma,135,Wilma_2005
5815,Camille,135,Camille_1969
1943,Janet,135,Janet_1955
17556,Emily,135,Emily_2005
16523,Isabel,135,Isabel_2003
23576,Irma,135,Irma_2017
24474,Michael,135,Michael_2018
16517,Isabel,135,Isabel_2003
14946,Lenny,135,Lenny_1999
3426,Esther,135,Esther_1961
23784,Maria,135,Maria_2017
23619,Jose,135,Jose_2017
3557,Hattie,135,Hattie_1961
18799,Dean,135,Dean_2007
17120,Ivan,135,Ivan_2004
3555,Hattie,135,Hattie_1961
23559,Irma,135,Irma_2017
20246,Igor,135,Igor_2010
3430,Esther,135,Esther_1961
23618,Jose,135,Jose_2017
23575,Irma,135,Irma_2017
23574,Irma,135,Irma_2017
17114,Ivan,135,Ivan_2004
17121,Ivan,135,Ivan_2004
14947,Lenny,130,Lenny_1999
18798,Dean,130,Dean_2007
18797,Dean,130,Dean_2007
11946,Andrew,130,Andrew_1992
14228,Georges,130,Georges_1998
13142,Opal,130,Opal_1995
17559,Emily,130,Emily_2005
8421,David,130,David_1979
14230,Georges,130,Georges_1998
18124,Wilma,130,Wilma_2005
18123,Wilma,130,Wilma_2005
18122,Wilma,130,Wilma_2005
18121,Wilma,130,Wilma_2005
17123,Ivan,130,Ivan_2004
12957,Luis,130,Luis_1995
17116,Ivan,130,Ivan_2004
17122,Ivan,130,Ivan_2004
11945,Andrew,130,Andrew_1992
24644,Dorian,130,Dorian_2019
16895,Charley,130,Charley_2004
658,Easy,130,Easy_1951
657,Easy,130,Easy_1951
10707,Gilbert,130,Gilbert_1988
17106,Ivan,130,Ivan_2004
17490,Dennis,130,Dennis_2005
22679,Joaquin,130,Joaquin_2015
24877,Lorenzo,130,Lorenzo_2019
17110,Ivan,130,Ivan_2004
24879,Lorenzo,130,Lorenzo_2019
14458,Mitch,130,Mitch_1998
14802,Gert,130,Gert_1999
11940,Andrew,130,Andrew_1992
1942,Janet,130,Janet_1955
1147,Carol,130,Carol_1953
14801,Gert,130,Gert_1999
17115,Ivan,130,Ivan_2004
5810,Camille,130,Camille_1969
7287,Carmen,130,Carmen_1974
4018,Flora,130,Flora_1963
23193,Matthew,130,Matthew_2016
18116,Wilma,130,Wilma_2005
18125,Wilma,130,Wilma_2005
2611,Helene,130,Helene_1958
3558,Hattie,130,Hattie_1961
24169,Florence,130,Florence_2018
11160,Hugo,130,Hugo_1989
23196,Matthew,130,Matthew_2016
23194,Matthew,130,Matthew_2016
5264,Beulah,130,Beulah_1967
12956,Luis,130,Luis_1995
8631,Allen,130,Allen_1980
3425,Esther,130,Esther_1961
5041,Inez,130,Inez_1966
5042,Inez,130,Inez_1966
18791,Dean,130,Dean_2007
8645,Allen,130,Allen_1980
13143,Opal,130,Opal_1995
23580,Irma,130,Irma_2017
17109,Ivan,130,Ivan_2004
23198,Matthew,130,Matthew_2016
23617,Jose,130,Jose_2017
4186,Cleo,130,Cleo_1964
14449,Mitch,130,Mitch_1998
4017,Flora,130,Flora_1963
17555,Emily,130,Emily_2005
18128,Wilma,130,Wilma_2005
8407,David,130,David_1979
7264,Carmen,130,Carmen_1974
4016,Flora,130,Flora_1963
23620,Jose,130,Jose_2017
23203,Matthew,130,Matthew_2016
23204,Matthew,130,Matthew_2016
4192,Cleo,130,Cleo_1964
23202,Matthew,130,Matthew_2016
16524,Isabel,130,Isabel_2003
4191,Cleo,130,Cleo_1964
8413,David,130,David_1979
16531,Isabel,130,Isabel_2003
4190,Cleo,130,Cleo_1964
11168,Hugo,130,Hugo_1989
8647,Allen,130,Allen_1980
20238,Igor,130,Igor_2010
20240,Igor,130,Igor_2010
20239,Igor,130,Igor_2010
12954,Luis,125,Luis_1995
14948,Lenny,125,Lenny_1999
11104,Gabrielle,125,Gabrielle_1989
12967,Luis,125,Luis_1995
11167,Hugo,125,Hugo_1989
10012,Gloria,125,Gloria_1985
12966,Luis,125,Luis_1995
14757,Floyd,125,Floyd_1999
11166,Hugo,125,Hugo_1989
7263,Carmen,125,Carmen_1974
4185,Cleo,125,Cleo_1964
4187,Cleo,125,Cleo_1964
19627,Paloma,125,Paloma_2008
19626,Paloma,125,Paloma_2008
17263,Karl,125,Karl_2004
13423,Edouard,125,Edouard_1996
5043,Inez,125,Inez_1966
17772,Katrina,125,Katrina_2005
24654,Dorian,125,Dorian_2019
197,Dog,125,Dog_1950
195,Dog,125,Dog_1950
196,Dog,125,Dog_1950
16988,Frances,125,Frances_2004
17560,Emily,125,Emily_2005
12955,Luis,125,Luis_1995
16532,Isabel,125,Isabel_2003
16996,Frances,125,Frances_2004
17112,Ivan,125,Ivan_2004
14227,Georges,125,Georges_1998
17117,Ivan,125,Ivan_2004
12959,Luis,125,Luis_1995
14448,Mitch,125,Mitch_1998
12958,Luis,125,Luis_1995
11105,Gabrielle,125,Gabrielle_1989
17111,Ivan,125,Ivan_2004
4189,Cleo,125,Cleo_1964
4188,Cleo,125,Cleo_1964
5300,Beulah,125,Beulah_1967
18796,Dean,125,Dean_2007
5263,Beulah,125,Beulah_1967
13418,Edouard,125,Edouard_1996
24472,Michael,125,Michael_2018
16427,Fabian,125,Fabian_2003
13416,Edouard,125,Edouard_1996
4015,Flora,125,Flora_1963
19326,Gustav,125,Gustav_2008
13417,Edouard,125,Edouard_1996
11103,Gabrielle,125,Gabrielle_1989
11102,Gabrielle,125,Gabrielle_1989
13415,Edouard,125,Edouard_1996
13412,Edouard,125,Edouard_1996
13413,Edouard,125,Edouard_1996
18795,Dean,125,Dean_2007
16238,Lili,125,Lili_2002
16239,Lili,125,Lili_2002
23195,Matthew,125,Matthew_2016
23199,Matthew,125,Matthew_2016
23200,Matthew,125,Matthew_2016
23201,Matthew,125,Matthew_2016
16428,Fabian,125,Fabian_2003
16516,Isabel,125,Isabel_2003
14754,Floyd,125,Floyd_1999
13419,Edouard,125,Edouard_1996
16515,Isabel,125,Isabel_2003
23205,Matthew,125,Matthew_2016
23621,Jose,125,Jose_2017
18794,Dean,125,Dean_2007
19413,Ike,125,Ike_2008
18010,Rita,125,Rita_2005
13414,Edouard,125,Edouard_1996
2610,Helene,125,Helene_1958
11106,Gabrielle,125,Gabrielle_1989
14803,Gert,125,Gert_1999
3318,Carla,125,Carla_1961
16894,Charley,125,Charley_2004
3096,Donna,125,Donna_1960
14587,Bret,125,Bret_1999
22353,Gonzalo,125,Gonzalo_2014
23558,Irma,125,Irma_2017
20251,Igor,125,Igor_2010
22352,Gonzalo,125,Gonzalo_2014
1152,Carol,125,Carol_1953
14807,Gert,125,Gert_1999
24870,Lorenzo,125,Lorenzo_2019
14806,Gert,125,Gert_1999
24869,Lorenzo,125,Lorenzo_2019
16896,Charley,125,Charley_2004
8639,Allen,125,Allen_1980
3319,Carla,125,Carla_1961
3317,Carla,125,Carla_1961
14800,Gert,125,Gert_1999
17776,Katrina,125,Katrina_2005
10834,Joan,125,Joan_1988
10833,Joan,125,Joan_1988
8630,Allen,125,Allen_1980
1146,Carol,125,Carol_1953
18126,Wilma,125,Wilma_2005
659,Easy,125,Easy_1951
20242,Igor,125,Igor_2010
10701,Gilbert,125,Gilbert_1988
8651,Allen,125,Allen_1980
15720,Iris,125,Iris_2001
20124,Earl,125,Earl_2010
15721,Iris,125,Iris_2001
20241,Igor,125,Igor_2010
656,Easy,125,Easy_1951
1026,Fox,125,Fox_1952
17498,Dennis,125,Dennis_2005
24643,Dorian,125,Dorian_2019
11157,Hugo,125,Hugo_1989
24168,Florence,125,Florence_2018
3316,Carla,125,Carla_1961
10746,Helene,125,Helene_1988
18788,Dean,125,Dean_2007
8406,David,125,David_1979
14586,Bret,125,Bret_1999
3431,Esther,125,Esther_1961
8408,David,125,David_1979
3111,Donna,125,Donna_1960
11944,Andrew,125,Andrew_1992
20247,Igor,125,Igor_2010
3110,Donna,125,Donna_1960
11955,Andrew,125,Andrew_1992
8412,David,125,David_1979
11954,Andrew,125,Andrew_1992
20245,Igor,125,Igor_2010
8411,David,125,David_1979
17132,Ivan,125,Ivan_2004
16995,Frances,125,Frances_2004
11109,Gabrielle,120,Gabrielle_1989
4587,Betsy,120,Betsy_1965
16429,Fabian,120,Fabian_2003
11108,Gabrielle,120,Gabrielle_1989
16991,Frances,120,Frances_2004
15236,Isaac,120,Isaac_2000
14949,Lenny,120,Lenny_1999
16989,Frances,120,Frances_2004
16992,Frances,120,Frances_2004
16993,Frances,120,Frances_2004
16987,Frances,120,Frances_2004
16426,Fabian,120,Fabian_2003
2613,Helene,120,Helene_1958
18011,Rita,120,Rita_2005
2612,Helene,120,Helene_1958
8116,Ella,120,Ella_1978
16994,Frances,120,Frances_2004
16424,Fabian,120,Fabian_2003
4478,Hilda,120,Hilda_1964
16425,Fabian,120,Fabian_2003
4479,Hilda,120,Hilda_1964
4184,Cleo,120,Cleo_1964
20252,Igor,120,Igor_2010
16990,Frances,120,Frances_2004
12709,Felix,120,Felix_1995
12965,Luis,120,Luis_1995
23622,Jose,120,Jose_2017
24170,Florence,120,Florence_2018
12952,Luis,120,Luis_1995
11161,Hugo,120,Hugo_1989
12951,Luis,120,Luis_1995
12950,Luis,120,Luis_1995
12949,Luis,120,Luis_1995
11164,Hugo,120,Hugo_1989
8409,David,120,David_1979
8410,David,120,David_1979
3097,Donna,120,Donna_1960
3095,Donna,120,Donna_1960
15298,Keith,120,Keith_2000
3094,Donna,120,Donna_1960
11101,Gabrielle,120,Gabrielle_1989
15297,Keith,120,Keith_2000
24871,Lorenzo,120,Lorenzo_2019
17135,Ivan,120,Ivan_2004
17134,Ivan,120,Ivan_2004
660,Easy,120,Easy_1951
3554,Hattie,120,Hattie_1961
17103,Ivan,120,Ivan_2004
17133,Ivan,120,Ivan_2004
655,Easy,120,Easy_1951
3432,Esther,120,Esther_1961
3315,Carla,120,Carla_1961
12953,Luis,120,Luis_1995
17104,Ivan,120,Ivan_2004
11162,Hugo,120,Hugo_1989
20250,Igor,120,Igor_2010
11107,Gabrielle,120,Gabrielle_1989
4014,Flora,120,Flora_1963
16237,Lili,120,Lili_2002
18127,Wilma,120,Wilma_2005
16430,Fabian,120,Fabian_2003
18793,Dean,120,Dean_2007
18792,Dean,120,Dean_2007
11184,Hugo,120,Hugo_1989
18129,Wilma,120,Wilma_2005
11185,Hugo,120,Hugo_1989
17105,Ivan,120,Ivan_2004
16431,Fabian,120,Fabian_2003
11186,Hugo,120,Hugo_1989
11169,Hugo,120,Hugo_1989
7952,Anita,120,Anita_1977
12964,Luis,120,Luis_1995
12968,Luis,120,Luis_1995
20293,Julia,120,Julia_2010
17113,Ivan,120,Ivan_2004
11165,Hugo,120,Hugo_1989
12960,Luis,120,Luis_1995
11163,Hugo,120,Hugo_1989
24165,Florence,120,Florence_2018
20986,Ophelia,120,Ophelia_2011
3314,Carla,120,Carla_1961
23266,Nicole,120,Nicole_2016
312,Fox,120,Fox_1950
22670,Joaquin,120,Joaquin_2015
22671,Joaquin,120,Joaquin_2015
7265,Carmen,120,Carmen_1974
14804,Gert,120,Gert_1999
14637,Cindy,120,Cindy_1999
1841,Ione,120,Ione_1955
1840,Ione,120,Ione_1955
1941,Janet,120,Janet_1955
314,Fox,120,Fox_1950
23213,Matthew,120,Matthew_2016
23214,Matthew,120,Matthew_2016
22677,Joaquin,120,Joaquin_2015
23206,Matthew,120,Matthew_2016
10835,Joan,120,Joan_1988
16514,Isabel,120,Isabel_2003
23189,Matthew,120,Matthew_2016
10832,Joan,120,Joan_1988
17499,Dennis,120,Dennis_2005
5265,Beulah,120,Beulah_1967
24471,Michael,120,Michael_2018
5262,Beulah,120,Beulah_1967
313,Fox,120,Fox_1950
1145,Carol,120,Carol_1953
10011,Gloria,120,Gloria_1985
14638,Cindy,120,Cindy_1999
14636,Cindy,120,Cindy_1999
11956,Andrew,120,Andrew_1992
17492,Dennis,120,Dennis_2005
17491,Dennis,120,Dennis_2005
19328,Gustav,120,Gustav_2008
24642,Dorian,120,Dorian_2019
194,Dog,120,Dog_1950
1608,Connie,120,Connie_1955
11953,Andrew,120,Andrew_1992
1607,Connie,120,Connie_1955
17488,Dennis,120,Dennis_2005
17561,Emily,120,Emily_2005
198,Dog,120,Dog_1950
17554,Emily,120,Emily_2005
199,Dog,120,Dog_1950
17487,Dennis,120,Dennis_2005
200,Dog,120,Dog_1950
17264,Karl,120,Karl_2004
17262,Karl,120,Karl_2004
20824,Katia,120,Katia_2011
15718,Iris,120,Iris_2001
13602,Hortense,120,Hortense_1996
14588,Bret,120,Bret_1999
16997,Frances,120,Frances_2004
13411,Edouard,120,Edouard_1996
14585,Bret,120,Bret_1999
5084,Inez,120,Inez_1966
5081,Inez,120,Inez_1966
3313,Carla,120,Carla_1961
13433,Edouard,120,Edouard_1996
22354,Gonzalo,120,Gonzalo_2014
16533,Isabel,120,Isabel_2003
5080,Inez,120,Inez_1966
15794,Michelle,120,Michelle_2001
1024,Fox,120,Fox_1952
15793,Michelle,120,Michelle_2001
5082,Inez,120,Inez_1966
311,Fox,120,Fox_1950
2428,Cleo,120,Cleo_1958
5085,Inez,120,Inez_1966
10748,Helene,120,Helene_1988
15792,Michelle,120,Michelle_2001
13430,Edouard,120,Edouard_1996
13432,Edouard,120,Edouard_1996
13431,Edouard,120,Edouard_1996
13434,Edouard,120,Edouard_1996
10747,Helene,120,Helene_1988
2239,Carrie,120,Carrie_1957
2240,Carrie,120,Carrie_1957
1153,Carol,120,Carol_1953
18004,Rita,120,Rita_2005
7653,Gladys,120,Gladys_1975
7652,Gladys,120,Gladys_1975
13420,Edouard,120,Edouard_1996
19414,Ike,120,Ike_2008
11110,Gabrielle,120,Gabrielle_1989
5044,Inez,120,Inez_1966
10745,Helene,120,Helene_1988
1025,Fox,120,Fox_1952
2238,Carrie,120,Carrie_1957
2237,Carrie,120,Carrie_1957
6497,Edith,120,Edith_1971
20123,Earl,120,Earl_2010
5040,Inez,120,Inez_1966
5083,Inez,120,Inez_1966
654,Easy,115,Easy_1951
14814,Gert,115,Gert_1999
14815,Gert,115,Gert_1999
1023,Fox,115,Fox_1952
1532,Hazel,115,Hazel_1954
3109,Donna,115,Donna_1960
1022,Fox,115,Fox_1952
1531,Hazel,115,Hazel_1954
10749,Helene,115,Helene_1988
24641,Dorian,115,Dorian_2019
1156,Carol,115,Carol_1953
14816,Gert,115,Gert_1999
17136,Ivan,115,Ivan_2004
3244,Betsy,115,Betsy_1961
8637,Allen,115,Allen_1980
8629,Allen,115,Allen_1980
3243,Betsy,115,Betsy_1961
3242,Betsy,115,Betsy_1961
193,Dog,115,Dog_1950
1154,Carol,115,Carol_1953
17137,Ivan,115,Ivan_2004
1155,Carol,115,Carol_1953
8646,Allen,115,Allen_1980
14817,Gert,115,Gert_1999
14805,Gert,115,Gert_1999
3092,Donna,115,Donna_1960
3093,Donna,115,Donna_1960
8638,Allen,115,Allen_1980
14808,Gert,115,Gert_1999
24172,Florence,115,Florence_2018
24171,Florence,115,Florence_2018
9563,Diana,115,Diana_1984
14799,Gert,115,Gert_1999
10700,Gilbert,115,Gilbert_1988
16436,Fabian,115,Fabian_2003
3112,Donna,115,Donna_1960
1533,Hazel,115,Hazel_1954
16508,Isabel,115,Isabel_2003
16507,Isabel,115,Isabel_2003
11100,Gabrielle,115,Gabrielle_1989
2609,Helene,115,Helene_1958
16998,Frances,115,Frances_2004
9179,Harvey,115,Harvey_1981
13424,Edouard,115,Edouard_1996
13421,Edouard,115,Edouard_1996
13422,Edouard,115,Edouard_1996
2236,Carrie,115,Carrie_1957
2241,Carrie,115,Carrie_1957
16423,Fabian,115,Fabian_2003
20114,Earl,115,Earl_2010
14758,Floyd,115,Floyd_1999
16534,Isabel,115,Isabel_2003
2614,Helene,115,Helene_1958
16986,Frances,115,Frances_2004
13429,Edouard,115,Edouard_1996
16978,Frances,115,Frances_2004
16979,Frances,115,Frances_2004
2427,Cleo,115,Cleo_1958
2429,Cleo,115,Cleo_1958
15237,Isaac,115,Isaac_2000
16977,Frances,115,Frances_2004
2430,Cleo,115,Cleo_1958
2474,Daisy,115,Daisy_1958
16976,Frances,115,Frances_2004
10697,Gilbert,115,Gilbert_1988
2473,Daisy,115,Daisy_1958
16510,Isabel,115,Isabel_2003
16509,Isabel,115,Isabel_2003
14753,Floyd,115,Floyd_1999
13600,Hortense,115,Hortense_1996
24166,Florence,115,Florence_2018
1534,Hazel,115,Hazel_1954
1609,Connie,115,Connie_1955
1606,Connie,115,Connie_1955
24167,Florence,115,Florence_2018
14231,Georges,115,Georges_1998
201,Dog,115,Dog_1950
20825,Katia,115,Katia_2011
24655,Dorian,115,Dorian_2019
13603,Hortense,115,Hortense_1996
24145,Florence,115,Florence_2018
24146,Florence,115,Florence_2018
16440,Fabian,115,Fabian_2003
2861,Gracie,115,Gracie_1959
16513,Isabel,115,Isabel_2003
13601,Hortense,115,Hortense_1996
10013,Gloria,115,Gloria_1985
2862,Gracie,115,Gracie_1959
1842,Ione,115,Ione_1955
2860,Gracie,115,Gracie_1959
2859,Gracie,115,Gracie_1959
14763,Floyd,115,Floyd_1999
16432,Fabian,115,Fabian_2003
9371,Debby,115,Debby_1982
176,Dog,115,Dog_1950
177,Dog,115,Dog_1950
24876,Lorenzo,115,Lorenzo_2019
178,Dog,115,Dog_1950
20115,Earl,115,Earl_2010
20243,Igor,115,Igor_2010
10744,Helene,115,Helene_1988
23586,Irma,115,Irma_2017
11818,Claudette,115,Claudette_1991
23616,Jose,115,Jose_2017
8115,Ella,115,Ella_1978
17562,Emily,115,Emily_2005
8117,Ella,115,Ella_1978
4301,Dora,115,Dora_1964
17563,Emily,115,Emily_2005
5818,Camille,115,Camille_1969
14447,Mitch,115,Mitch_1998
4434,Gladys,115,Gladys_1964
23557,Irma,115,Irma_2017
17259,Karl,115,Karl_2004
20254,Igor,115,Igor_2010
7286,Carmen,115,Carmen_1974
20116,Earl,115,Earl_2010
23584,Irma,115,Irma_2017
4620,Betsy,115,Betsy_1965
11817,Claudette,115,Claudette_1991
23625,Jose,115,Jose_2017
23624,Jose,115,Jose_2017
19587,Omar,115,Omar_2008
12971,Luis,115,Luis_1995
14945,Lenny,115,Lenny_1999
14459,Mitch,115,Mitch_1998
12972,Luis,115,Luis_1995
12962,Luis,115,Luis_1995
11952,Andrew,115,Andrew_1992
18130,Wilma,115,Wilma_2005
11949,Andrew,115,Andrew_1992
23623,Jose,115,Jose_2017
11950,Andrew,115,Andrew_1992
11951,Andrew,115,Andrew_1992
573,Charlie,115,Charlie_1951
574,Charlie,115,Charlie_1951
575,Charlie,115,Charlie_1951
14635,Cindy,115,Cindy_1999
8228,Greta,115,Greta_1978
4619,Betsy,115,Betsy_1965
23585,Irma,115,Irma_2017
12969,Luis,115,Luis_1995
20253,Igor,115,Igor_2010
5077,Inez,115,Inez_1966
19430,Ike,115,Ike_2008
19417,Ike,115,Ike_2008
19423,Ike,115,Ike_2008
5039,Inez,115,Inez_1966
19424,Ike,115,Ike_2008
23265,Nicole,115,Nicole_2016
19425,Ike,115,Ike_2008
19429,Ike,115,Ike_2008
19415,Ike,115,Ike_2008
19416,Ike,115,Ike_2008
444,King,115,King_1950
18848,Felix,115,Felix_2007
445,King,115,King_1950
18847,Felix,115,Felix_2007
5261,Beulah,115,Beulah_1967
18842,Felix,115,Felix_2007
5078,Inez,115,Inez_1966
5079,Inez,115,Inez_1966
5086,Inez,115,Inez_1966
20118,Earl,115,Earl_2010
4588,Betsy,115,Betsy_1965
20117,Earl,115,Earl_2010
14639,Cindy,115,Cindy_1999
7262,Carmen,115,Carmen_1974
23502,Harvey,115,Harvey_2017
23501,Harvey,115,Harvey_2017
20125,Earl,115,Earl_2010
17551,Emily,115,Emily_2005
17550,Emily,115,Emily_2005
20122,Earl,115,Earl_2010
18012,Rita,115,Rita_2005
12710,Felix,115,Felix_1995
23207,Matthew,115,Matthew_2016
12708,Felix,115,Felix_1995
3312,Carla,115,Carla_1961
23215,Matthew,115,Matthew_2016
12970,Luis,115,Luis_1995
18013,Rita,115,Rita_2005
10715,Gilbert,115,Gilbert_1988
20061,Danielle,115,Danielle_2010
12946,Luis,115,Luis_1995
8405,David,115,David_1979
20249,Igor,115,Igor_2010
20248,Igor,115,Igor_2010
3500,Frances,115,Frances_1961
24868,Lorenzo,115,Lorenzo_2019
22680,Joaquin,115,Joaquin_2015
10714,Gilbert,115,Gilbert_1988
22346,Gonzalo,115,Gonzalo_2014
22668,Joaquin,115,Joaquin_2015
315,Fox,115,Fox_1950
22347,Gonzalo,115,Gonzalo_2014
15788,Michelle,115,Michelle_2001
3553,Hattie,115,Hattie_1961
17093,Ivan,115,Ivan_2004
20244,Igor,115,Igor_2010
8508,Frederic,115,Frederic_1979
8507,Frederic,115,Frederic_1979
8509,Frederic,115,Frederic_1979
12963,Luis,115,Luis_1995
19708,Bill,115,Bill_2009
19712,Bill,115,Bill_2009
19710,Bill,115,Bill_2009
19709,Bill,115,Bill_2009
310,Fox,115,Fox_1950
15791,Michelle,115,Michelle_2001
15795,Michelle,115,Michelle_2001
3499,Frances,115,Frances_1961
19711,Bill,115,Bill_2009
15719,Iris,115,Iris_2001
12961,Luis,115,Luis_1995
22672,Joaquin,115,Joaquin_2015
22348,Gonzalo,115,Gonzalo_2014
22351,Gonzalo,115,Gonzalo_2014
20294,Julia,115,Julia_2010
12945,Luis,115,Luis_1995
20237,Igor,115,Igor_2010
17102,Ivan,115,Ivan_2004
15299,Keith,115,Keith_2000
23785,Maria,115,Maria_2017
22669,Joaquin,115,Joaquin_2015
22355,Gonzalo,115,Gonzalo_2014
3311,Carla,115,Carla_1961
12948,Luis,115,Luis_1995
3424,Esther,115,Esther_1961
3501,Frances,115,Frances_1961
22676,Joaquin,115,Joaquin_2015
12947,Luis,115,Luis_1995
24470,Michael,110,Michael_2018
24765,Humberto,110,Humberto_2019
1021,Fox,110,Fox_1952
5299,Beulah,110,Beulah_1967
16068,Isidore,110,Isidore_2002
1940,Janet,110,Janet_1955
14798,Gert,110,Gert_1999
24766,Humberto,110,Humberto_2019
16506,Isabel,110,Isabel_2003
9372,Debby,110,Debby_1982
16505,Isabel,110,Isabel_2003
9373,Debby,110,Debby_1982
2193,Audrey,110,Audrey_1957
23216,Matthew,110,Matthew_2016
179,Dog,110,Dog_1950
175,Dog,110,Dog_1950
19427,Ike,110,Ike_2008
22350,Gonzalo,110,Gonzalo_2014
23267,Nicole,110,Nicole_2016
18014,Rita,110,Rita_2005
22349,Gonzalo,110,Gonzalo_2014
7561,Eloise,110,Eloise_1975
23212,Matthew,110,Matthew_2016
