Date,Name,Time,Status,Latitude,Longitude,MaximumWind,AirPressure
19500812,ABLE,0,TS,17.1N,55.5W,35,-999
19500812,ABLE,600,TS,17.7N,56.3W,40,-999
19500812,ABLE,1200,TS,18.2N,57.4W,45,-999
19500812,ABLE,1800,TS,19.0N,58.6W,50,-999
19500813,ABLE,0,TS,20.0N,60.0W,50,-999
19500813,ABLE,600,TS,20.7N,61.1W,50,-999
19500813,ABLE,1200,TS,21.3N,62.2W,55,-999
19500813,ABLE,1800,TS,22.0N,63.2W,55,997
19500814,ABLE,0,TS,22.7N,63.8W,60,995
19500814,ABLE,600,TS,23.1N,64.6W,60,-999
19500814,ABLE,1200,TS,23.4N,65.4W,60,995
19500814,ABLE,1800,HU,23.9N,66.0W,65,989
19500815,ABLE,0,HU,24.4N,66.2W,65,-999
19500815,ABLE,600,HU,24.8N,66.5W,65,-999
19500815,ABLE,1200,HU,25.2N,66.8W,70,987
19500815,ABLE,1800,HU,25.5N,67.5W,75,-999
19500816,ABLE,0,HU,25.7N,68.1W,80,-999
19500816,ABLE,600,HU,25.7N,68.7W,80,-999
19500816,ABLE,1200,HU,25.5N,69.3W,80,980
19500816,ABLE,1800,HU,25.4N,69.8W,85,-999
19500817,ABLE,0,HU,25.4N,70.6W,90,-999
19500817,ABLE,600,HU,25.4N,71.5W,95,-999
19500817,ABLE,1200,HU,25.5N,72.6W,100,962
19500817,ABLE,1800,HU,25.9N,73.3W,100,-999
19500818,ABLE,0,HU,26.7N,73.9W,100,-999
19500818,ABLE,600,HU,27.3N,74.4W,100,-999
19500818,ABLE,1200,HU,27.9N,74.9W,100,958
19500818,ABLE,1800,HU,28.4N,75.3W,105,-999
19500819,ABLE,0,HU,29.1N,75.5W,105,-999
19500819,ABLE,600,HU,29.9N,75.5W,105,-999
19500819,ABLE,1200,HU,30.7N,75.5W,105,953
19500819,ABLE,1800,HU,31.7N,75.5W,110,-999
19500820,ABLE,0,HU,32.8N,75.2W,110,-999
19500820,ABLE,600,HU,34.4N,74.3W,105,-999
19500820,ABLE,1200,HU,36.0N,72.7W,100,-999
19500820,ABLE,1800,HU,37.6N,71.0W,90,-999
19500821,ABLE,0,HU,39.3N,69.4W,80,-999
19500821,ABLE,600,HU,41.2N,67.3W,70,-999
19500821,ABLE,1200,HU,43.3N,65.0W,65,-999
19500821,ABLE,1600,HU,44.6N,63.7W,65,-999
19500821,ABLE,1800,TS,45.5N,62.6W,45,-999
19500822,ABLE,0,EX,47.9N,59.8W,35,-999
19500822,ABLE,600,EX,50.0N,56.8W,30,-999
19500822,ABLE,1200,EX,52.0N,53.8W,30,-999
19500822,ABLE,1800,EX,53.6N,50.7W,30,-999
19500823,ABLE,0,EX,54.7N,47.7W,35,-999
19500823,ABLE,600,EX,55.3N,44.8W,35,-999
19500823,ABLE,1200,EX,55.3N,41.8W,35,-999
19500823,ABLE,1800,EX,54.5N,37.7W,30,-999
19500824,ABLE,0,EX,53.5N,33.7W,30,-999
19500824,ABLE,600,EX,52.5N,30.3W,30,-999
19500818,BAKER,1200,TD,12.0N,54.0W,30,-999
19500818,BAKER,1800,TD,12.5N,54.2W,30,-999
19500819,BAKER,0,TD,13.0N,54.4W,30,-999
19500819,BAKER,600,TD,13.5N,54.7W,30,-999
19500819,BAKER,1200,TS,14.0N,55.0W,35,-999
19500819,BAKER,1800,TS,14.5N,55.4W,40,-999
19500820,BAKER,0,TS,15.0N,55.9W,45,-999
19500820,BAKER,600,TS,15.5N,56.4W,50,-999
19500820,BAKER,1200,TS,16.0N,57.0W,55,-999
19500820,BAKER,1800,TS,16.3N,57.9W,60,-999
19500821,BAKER,0,HU,16.6N,58.8W,65,-999
19500821,BAKER,600,HU,16.8N,59.8W,70,-999
19500821,BAKER,1200,HU,16.9N,60.6W,70,990
19500821,BAKER,1800,HU,17.0N,61.0W,75,987
19500822,BAKER,0,HU,17.0N,61.4W,85,-999
19500822,BAKER,600,HU,16.9N,61.8W,75,-999
19500822,BAKER,1200,TS,16.8N,62.2W,60,-999
19500822,BAKER,1800,TS,16.8N,62.9W,45,1003
19500823,BAKER,0,TS,17.0N,64.0W,45,-999
19500823,BAKER,600,TS,17.4N,65.1W,40,-999
19500823,BAKER,1200,TS,17.8N,66.2W,35,-999
19500823,BAKER,1800,TD,18.2N,67.3W,30,-999
19500824,BAKER,0,TD,18.6N,68.6W,30,-999
19500824,BAKER,600,TD,19.4N,70.0W,25,-999
19500824,BAKER,1200,TD,20.3N,71.7W,30,-999
19500824,BAKER,1800,TS,20.9N,73.4W,40,-999
19500825,BAKER,0,TS,21.3N,74.8W,45,-999
19500825,BAKER,600,TS,21.6N,76.6W,45,-999
19500825,BAKER,1200,TS,21.7N,78.1W,35,-999
19500825,BAKER,1800,TD,21.7N,79.1W,30,-999
19500826,BAKER,0,TS,21.7N,80.1W,35,-999
19500826,BAKER,600,TS,21.7N,81.2W,45,-999
19500826,BAKER,1200,TS,21.8N,81.9W,45,-999
19500826,BAKER,1800,TS,21.9N,82.5W,50,-999
19500827,BAKER,0,TS,22.0N,83.2W,50,-999
19500827,BAKER,600,TS,22.2N,84.0W,45,-999
19500827,BAKER,1200,TS,22.3N,84.6W,50,-999
19500827,BAKER,1800,TS,22.4N,85.3W,55,996
19500828,BAKER,0,TS,22.6N,86.1W,55,-999
19500828,BAKER,600,TS,22.8N,86.8W,55,-999
19500828,BAKER,1200,TS,23.0N,87.2W,55,998
19500828,BAKER,1800,TS,23.2N,87.5W,55,996
19500829,BAKER,0,HU,23.5N,87.7W,65,-999
19500829,BAKER,600,HU,23.7N,88.0W,75,-999
19500829,BAKER,1200,HU,23.9N,88.3W,80,-999
19500829,BAKER,1800,HU,24.1N,88.4W,85,-999
19500830,BAKER,0,HU,24.7N,88.6W,90,-999
19500830,BAKER,600,HU,25.7N,88.8W,90,-999
19500830,BAKER,1200,HU,27.0N,89.0W,90,-999
19500830,BAKER,1800,HU,28.2N,88.7W,85,-999
19500831,BAKER,0,HU,29.4N,88.2W,75,979
19500831,BAKER,300,HU,30.2N,88.0W,75,979
19500831,BAKER,400,HU,30.7N,87.9W,75,-999
19500831,BAKER,600,TS,31.1N,87.9W,60,-999
19500831,BAKER,1200,TS,33.4N,88.2W,40,-999
19500831,BAKER,1800,TS,34.8N,88.7W,35,-999
19500901,BAKER,0,TD,36.0N,89.0W,25,-999
19500901,BAKER,600,TD,36.7N,89.0W,20,-999
19500901,BAKER,1200,TD,36.7N,89.2W,15,-999
19500901,BAKER,1800,TD,37.0N,89.7W,15,-999
19500821,CHARLIE,1200,TS,11.1N,26.4W,35,-999
19500821,CHARLIE,1800,TS,11.0N,27.6W,35,-999
19500822,CHARLIE,0,TS,10.9N,28.9W,35,-999
19500822,CHARLIE,600,TS,10.8N,30.1W,35,-999
19500822,CHARLIE,1200,TS,10.7N,31.4W,35,-999
19500822,CHARLIE,1800,TS,10.6N,32.7W,35,-999
19500823,CHARLIE,0,TS,10.6N,34.0W,35,-999
19500823,CHARLIE,600,TS,10.6N,35.2W,35,-999
19500823,CHARLIE,1200,TS,10.7N,36.4W,35,-999
19500823,CHARLIE,1800,TS,10.8N,37.5W,35,-999
19500824,CHARLIE,0,TS,11.0N,38.6W,35,-999
19500824,CHARLIE,600,TS,11.2N,39.7W,35,-999
19500824,CHARLIE,1200,TS,11.5N,40.7W,35,-999
19500824,CHARLIE,1800,TS,11.9N,41.7W,40,-999
19500825,CHARLIE,0,TS,12.4N,42.7W,40,-999
19500825,CHARLIE,600,TS,12.9N,43.6W,40,-999
19500825,CHARLIE,1200,TS,13.5N,44.5W,40,-999
19500825,CHARLIE,1800,TS,14.2N,45.4W,40,-999
19500826,CHARLIE,0,TS,14.9N,46.2W,45,-999
19500826,CHARLIE,600,TS,15.7N,47.1W,45,-999
19500826,CHARLIE,1200,TS,16.5N,48.0W,45,-999
19500826,CHARLIE,1800,TS,17.3N,49.0W,45,-999
19500827,CHARLIE,0,TS,18.1N,50.0W,50,-999
19500827,CHARLIE,600,TS,18.9N,51.0W,55,-999
19500827,CHARLIE,1200,TS,19.8N,52.0W,55,-999
19500827,CHARLIE,1800,TS,20.9N,52.9W,60,-999
19500828,CHARLIE,0,HU,22.3N,53.7W,65,-999
19500828,CHARLIE,600,HU,23.8N,54.6W,70,-999
19500828,CHARLIE,1200,HU,25.0N,55.5W,75,-999
19500828,CHARLIE,1800,HU,26.1N,56.4W,80,-999
19500829,CHARLIE,0,HU,27.1N,57.1W,80,-999
19500829,CHARLIE,600,HU,28.3N,57.3W,80,-999
19500829,CHARLIE,1200,HU,29.5N,57.5W,85,974
19500829,CHARLIE,1800,HU,30.4N,57.5W,90,-999
19500830,CHARLIE,0,HU,31.2N,57.1W,90,-999
19500830,CHARLIE,600,HU,31.9N,56.6W,90,-999
19500830,CHARLIE,1200,HU,32.5N,56.1W,90,-999
19500830,CHARLIE,1800,HU,32.8N,56.0W,90,-999
19500831,CHARLIE,0,HU,32.9N,56.2W,90,-999
19500831,CHARLIE,600,HU,32.8N,56.4W,90,-999
19500831,CHARLIE,1200,HU,32.8N,56.7W,95,-999
19500831,CHARLIE,1800,HU,32.8N,57.3W,95,-999
19500901,CHARLIE,0,HU,32.8N,57.9W,95,-999
19500901,CHARLIE,600,HU,32.7N,58.4W,90,-999
19500901,CHARLIE,1200,HU,32.6N,58.9W,85,-999
19500901,CHARLIE,1800,HU,32.7N,59.5W,85,-999
19500902,CHARLIE,0,HU,33.0N,60.1W,80,-999
19500902,CHARLIE,600,HU,33.3N,60.7W,80,-999
19500902,CHARLIE,1200,HU,33.7N,61.2W,75,-999
19500902,CHARLIE,1800,HU,34.3N,61.4W,75,980
19500903,CHARLIE,0,HU,34.9N,61.5W,75,-999
19500903,CHARLIE,600,HU,35.4N,61.3W,75,-999
19500903,CHARLIE,1200,HU,36.0N,61.0W,75,-999
19500903,CHARLIE,1800,HU,36.3N,60.7W,70,-999
19500904,CHARLIE,0,HU,36.6N,60.1W,65,-999
19500904,CHARLIE,600,HU,37.1N,59.3W,65,-999
19500904,CHARLIE,1200,TS,37.8N,58.2W,60,-999
19500904,CHARLIE,1800,EX,38.6N,57.1W,55,-999
19500905,CHARLIE,0,EX,40.0N,55.8W,55,-999
19500905,CHARLIE,600,EX,42.2N,53.0W,50,-999
19500905,CHARLIE,1200,EX,44.8N,47.4W,50,-999
19500830,DOG,1800,HU,15.2N,55.6W,80,-999
19500831,DOG,0,HU,15.5N,56.9W,90,-999
19500831,DOG,600,HU,15.9N,58.1W,100,-999
19500831,DOG,1200,HU,16.2N,59.2W,110,953
19500831,DOG,1800,HU,16.5N,60.1W,115,-999
19500901,DOG,0,HU,16.8N,60.9W,115,-999
19500901,DOG,600,HU,17.2N,61.7W,115,-999
19500901,DOG,1200,HU,17.7N,62.4W,110,-999
19500901,DOG,1800,HU,18.2N,63.1W,105,-999
19500902,DOG,0,HU,18.6N,63.5W,105,-999
19500902,DOG,600,HU,19.1N,63.9W,100,-999
19500902,DOG,1200,HU,19.5N,64.3W,100,962
19500902,DOG,1800,HU,20.1N,64.7W,105,-999
19500903,DOG,0,HU,20.6N,64.9W,105,-999
19500903,DOG,600,HU,21.1N,65.0W,105,-999
19500903,DOG,1200,HU,21.6N,65.1W,105,-999
19500903,DOG,1800,HU,22.1N,65.2W,105,-999
19500904,DOG,0,HU,22.4N,65.4W,105,-999
19500904,DOG,600,HU,22.7N,65.7W,105,-999
19500904,DOG,1200,HU,23.1N,66.0W,105,-999
19500904,DOG,1800,HU,23.4N,66.4W,110,-999
19500905,DOG,0,HU,23.7N,66.8W,115,-999
19500905,DOG,600,HU,24.1N,67.3W,120,-999
19500905,DOG,1200,HU,24.6N,67.7W,125,-999
19500905,DOG,1800,HU,25.3N,68.2W,125,-999
19500906,DOG,0,HU,26.1N,68.4W,125,-999
19500906,DOG,600,HU,26.8N,68.4W,120,-999
19500906,DOG,1200,HU,27.5N,68.2W,120,-999
19500906,DOG,1800,HU,28.2N,68.1W,120,-999
19500907,DOG,0,HU,28.9N,68.0W,115,-999
19500907,DOG,600,HU,29.6N,67.9W,105,-999
19500907,DOG,1200,HU,30.2N,67.6W,100,-999
19500907,DOG,1800,HU,30.4N,67.4W,85,972
19500908,DOG,0,HU,30.6N,67.3W,80,-999
19500908,DOG,600,HU,30.8N,67.4W,75,-999
19500908,DOG,1200,HU,30.9N,67.6W,75,-999
19500908,DOG,1800,HU,31.0N,67.9W,75,-999
19500909,DOG,0,HU,31.0N,68.2W,70,-999
19500909,DOG,600,HU,30.9N,68.5W,70,-999
19500909,DOG,1200,HU,30.6N,68.9W,70,-999
19500909,DOG,1800,HU,30.5N,69.3W,65,987
19500910,DOG,0,HU,30.4N,70.0W,65,-999
19500910,DOG,600,HU,30.5N,70.6W,65,-999
19500910,DOG,1200,HU,31.0N,71.0W,65,986
19500910,DOG,1800,HU,32.0N,71.5W,65,986
19500911,DOG,0,HU,33.3N,72.1W,75,982
19500911,DOG,600,HU,34.9N,72.2W,80,978
19500911,DOG,1200,HU,36.4N,71.9W,85,974
19500911,DOG,1800,HU,37.9N,71.4W,85,972
19500912,DOG,0,EX,39.0N,70.0W,80,-999
19500912,DOG,600,EX,39.7N,68.4W,75,-999
19500912,DOG,1200,EX,40.4N,66.9W,70,979
19500912,DOG,1800,EX,41.1N,65.7W,70,-999
19500913,DOG,0,EX,41.5N,64.4W,70,-999
19500913,DOG,600,EX,41.9N,62.7W,65,-999
19500913,DOG,1200,EX,42.2N,60.7W,60,-999
19500913,DOG,1800,EX,42.3N,58.3W,55,-999
19500914,DOG,0,EX,42.3N,55.9W,55,-999
19500914,DOG,600,EX,42.5N,53.2W,50,-999
19500914,DOG,1200,EX,42.8N,50.0W,50,-999
19500914,DOG,1800,EX,43.0N,45.5W,50,-999
19500915,DOG,0,EX,43.4N,41.5W,55,-999
19500915,DOG,600,EX,44.5N,37.5W,60,-999
19500915,DOG,1200,EX,46.0N,33.2W,60,-999
19500915,DOG,1800,EX,47.5N,28.5W,60,-999
19500916,DOG,0,EX,49.2N,23.2W,65,-999
19500916,DOG,600,EX,50.9N,18.6W,65,-999
19500916,DOG,1200,EX,52.8N,14.7W,65,-999
19500916,DOG,1800,EX,54.3N,11.6W,65,-999
19500917,DOG,0,EX,55.6N,9.1W,65,-999
19500917,DOG,600,EX,56.8N,6.6W,65,-999
19500917,DOG,1200,EX,57.8N,4.5W,60,-999
19500917,DOG,1800,EX,58.8N,3.8W,55,-999
19500918,DOG,0,EX,59.8N,3.8W,55,-999
19500901,EASY,600,TS,19.7N,83.2W,40,-999
19500901,EASY,1200,TS,19.9N,83.2W,45,-999
19500901,EASY,1800,TS,20.1N,83.2W,50,-999
19500902,EASY,0,TS,20.3N,83.2W,50,-999
19500902,EASY,600,TS,20.5N,83.3W,55,-999
19500902,EASY,1200,TS,20.7N,83.3W,55,996
19500902,EASY,1800,TS,20.9N,83.2W,55,995
19500903,EASY,0,HU,21.4N,82.7W,70,-999
19500903,EASY,100,HU,21.5N,82.6W,70,-999
19500903,EASY,600,HU,22.4N,82.4W,80,-999
19500903,EASY,700,HU,22.7N,82.3W,80,-999
19500903,EASY,1200,HU,23.8N,82.3W,75,980
19500903,EASY,1800,HU,24.9N,82.6W,75,980
19500904,EASY,0,HU,26.2N,82.8W,80,-999
19500904,EASY,600,HU,27.1N,83.3W,85,-999
19500904,EASY,1200,HU,27.7N,83.5W,85,973
19500904,EASY,1800,HU,28.0N,83.8W,85,973
19500905,EASY,0,HU,28.1N,83.7W,95,-999
19500905,EASY,600,HU,28.5N,83.3W,105,-999
19500905,EASY,1200,HU,28.8N,83.0W,105,-999
19500905,EASY,1700,HU,29.1N,82.8W,105,960
19500905,EASY,1800,HU,29.1N,82.8W,105,960
19500906,EASY,0,HU,28.7N,82.8W,95,-999
19500906,EASY,400,HU,28.5N,82.7W,90,-999
19500906,EASY,600,HU,28.4N,82.6W,75,-999
19500906,EASY,1200,TS,28.2N,82.1W,60,-999
19500906,EASY,1800,TS,28.6N,81.7W,40,-999
19500907,EASY,0,TS,29.3N,81.6W,40,-999
19500907,EASY,600,TS,30.2N,81.9W,35,-999
19500907,EASY,1200,TD,31.2N,83.0W,30,-999
19500907,EASY,1800,TD,32.0N,84.8W,25,-999
19500908,EASY,0,TD,33.1N,85.9W,25,-999
19500908,EASY,600,TD,33.9N,87.0W,20,-999
19500908,EASY,1200,TD,35.2N,88.3W,20,-999
19500908,EASY,1800,TD,35.2N,88.5W,20,-999
19500909,EASY,0,TD,35.3N,89.3W,20,-999
19500909,EASY,600,TD,35.0N,89.8W,20,-999
19500909,EASY,1200,TD,35.6N,89.9W,20,-999
19500909,EASY,1800,TD,35.9N,90.2W,20,-999
19500908,FOX,600,TS,15.5N,41.0W,40,-999
19500908,FOX,1200,TS,15.5N,41.8W,40,-999
19500908,FOX,1800,TS,15.6N,42.8W,40,-999
19500909,FOX,0,TS,15.7N,43.8W,45,-999
19500909,FOX,600,TS,15.9N,44.6W,45,-999
19500909,FOX,1200,TS,16.1N,45.3W,50,-999
19500909,FOX,1800,TS,16.4N,46.0W,50,-999
19500910,FOX,0,TS,16.7N,46.7W,50,-999
19500910,FOX,600,TS,17.1N,47.3W,55,-999
19500910,FOX,1200,TS,17.5N,48.0W,55,-999
19500910,FOX,1800,TS,17.9N,48.8W,55,995
19500911,FOX,0,TS,18.3N,49.6W,60,-999
19500911,FOX,600,HU,18.7N,50.2W,65,-999
19500911,FOX,1200,HU,19.1N,50.7W,70,-999
19500911,FOX,1800,HU,19.6N,51.2W,75,986
19500912,FOX,0,HU,20.2N,51.8W,75,-999
19500912,FOX,600,HU,21.0N,52.5W,80,-999
19500912,FOX,1200,HU,21.7N,53.4W,80,-999
19500912,FOX,1800,HU,22.3N,54.2W,85,977
19500913,FOX,0,HU,22.7N,55.0W,90,-999
19500913,FOX,600,HU,22.9N,55.8W,95,-999
19500913,FOX,1200,HU,23.1N,56.5W,95,-999
19500913,FOX,1800,HU,23.3N,57.2W,100,-999
19500914,FOX,0,HU,23.6N,57.8W,105,-999
19500914,FOX,600,HU,23.8N,58.4W,110,-999
19500914,FOX,1200,HU,24.1N,58.9W,115,-999
19500914,FOX,1800,HU,24.9N,59.4W,120,-999
19500915,FOX,0,HU,25.9N,59.7W,120,-999
19500915,FOX,600,HU,27.0N,59.8W,120,-999
19500915,FOX,1200,HU,28.2N,59.7W,120,946
19500915,FOX,1800,HU,30.2N,59.3W,115,-999
19500916,FOX,0,HU,32.6N,58.2W,110,-999
19500916,FOX,600,HU,34.7N,56.5W,105,-999
19500916,FOX,1200,HU,36.5N,54.5W,100,-999
19500916,FOX,1800,HU,37.8N,52.2W,90,-999
19500917,FOX,0,HU,39.5N,48.5W,85,-999
19500917,FOX,600,HU,42.5N,43.5W,70,-999
19500917,FOX,1200,EX,45.5N,39.5W,55,-999
19500927,GEORGE,600,TS,24.6N,51.0W,35,-999
19500927,GEORGE,1200,TS,25.2N,51.5W,35,-999
19500927,GEORGE,1800,TS,25.7N,52.0W,35,-999
19500928,GEORGE,0,TS,26.3N,52.5W,40,-999
19500928,GEORGE,600,TS,27.1N,53.1W,40,-999
19500928,GEORGE,1200,TS,27.8N,54.0W,40,-999
19500928,GEORGE,1800,TS,28.3N,55.0W,40,-999
19500929,GEORGE,0,TS,28.7N,56.0W,40,-999
19500929,GEORGE,600,TS,28.9N,57.2W,40,-999
19500929,GEORGE,1200,TS,29.0N,58.5W,40,-999
19500929,GEORGE,1800,TS,29.1N,59.6W,40,-999
19500930,GEORGE,0,TS,29.2N,60.8W,40,-999
19500930,GEORGE,600,TS,29.3N,62.0W,40,-999
19500930,GEORGE,1200,TS,29.4N,63.0W,45,-999
19500930,GEORGE,1800,TS,29.5N,63.4W,50,-999
19501001,GEORGE,0,TS,29.6N,63.7W,55,-999
19501001,GEORGE,600,TS,29.7N,64.0W,60,-999
19501001,GEORGE,1200,HU,29.8N,64.3W,65,-999
19501001,GEORGE,1800,HU,29.8N,64.5W,70,978
19501002,GEORGE,0,HU,30.0N,64.7W,75,-999
19501002,GEORGE,600,HU,30.4N,64.9W,80,-999
19501002,GEORGE,1200,HU,30.8N,65.1W,85,-999
19501002,GEORGE,1800,HU,31.0N,65.7W,85,-999
19501003,GEORGE,0,HU,31.2N,66.2W,90,-999
19501003,GEORGE,600,HU,31.5N,66.8W,90,-999
19501003,GEORGE,1200,HU,31.9N,67.5W,90,969
19501003,GEORGE,1800,HU,32.9N,67.8W,95,-999
19501004,GEORGE,0,HU,34.2N,68.0W,95,-999
19501004,GEORGE,600,HU,35.7N,67.3W,95,-999
19501004,GEORGE,1200,HU,37.3N,65.7W,95,960
19501004,GEORGE,1800,HU,39.1N,63.7W,95,-999
19501005,GEORGE,0,EX,41.4N,60.7W,85,-999
19501005,GEORGE,600,EX,44.3N,56.6W,70,-999
19501005,GEORGE,1200,EX,47.2N,51.2W,65,-999
19501005,GEORGE,1800,EX,49.9N,45.9W,60,-999
19501006,GEORGE,0,EX,52.5N,39.7W,55,-999
19501006,GEORGE,600,EX,54.9N,34.1W,55,-999
19501006,GEORGE,1200,EX,57.3N,28.6W,55,-999
19501006,GEORGE,1800,EX,58.7N,24.7W,55,-999
19501007,GEORGE,0,EX,59.5N,21.0W,55,-999
19501007,GEORGE,600,EX,60.5N,15.2W,55,-999
19501007,GEORGE,1200,EX,61.8N,7.5W,55,-999
19501001,HOW,600,TD,25.6N,88.4W,30,-999
19501001,HOW,1200,TD,25.8N,88.5W,30,-999
19501001,HOW,1800,TS,26.0N,88.6W,35,-999
19501002,HOW,0,TS,26.1N,88.9W,35,-999
19501002,HOW,600,TS,26.3N,89.5W,35,-999
19501002,HOW,1200,TS,26.4N,90.3W,35,-999
19501002,HOW,1800,TS,26.2N,91.1W,40,-999
19501003,HOW,0,TS,26.0N,92.1W,40,-999
19501003,HOW,600,TS,25.5N,93.5W,40,-999
19501003,HOW,1200,TS,25.0N,94.8W,40,-999
19501003,HOW,1800,TS,24.7N,95.8W,40,-999
19501004,HOW,0,TS,24.4N,96.6W,40,-999
19501004,HOW,600,TS,24.0N,97.2W,35,-999
19501004,HOW,1200,TD,23.5N,97.8W,30,-999
19501004,HOW,1800,TD,23.0N,98.4W,25,-999
19501008,ITEM,600,TS,23.3N,90.4W,35,-999
19501008,ITEM,1200,TS,23.3N,91.0W,40,-999
19501008,ITEM,1800,TS,23.1N,91.6W,45,-999
19501009,ITEM,0,TS,22.4N,92.2W,45,1002
19501009,ITEM,600,TS,21.8N,92.7W,50,-999
19501009,ITEM,1200,TS,21.3N,93.2W,55,-999
19501009,ITEM,1800,HU,20.8N,93.8W,65,-999
19501010,ITEM,0,HU,20.5N,94.3W,75,990
19501010,ITEM,600,HU,20.2N,94.7W,80,-999
19501010,ITEM,1200,HU,19.8N,95.1W,85,-999
19501010,ITEM,1800,HU,19.4N,95.4W,90,980
19501011,ITEM,0,HU,19.1N,95.7W,90,-999
19501011,ITEM,400,HU,18.9N,95.9W,90,-999
19501011,ITEM,600,HU,18.8N,95.9W,75,-999
19501011,ITEM,1200,TS,18.5N,96.0W,40,-999
19501011,ITEM,1800,TD,18.2N,96.0W,25,-999
19501011,JIG,1200,TS,22.4N,47.0W,40,-999
19501011,JIG,1800,TS,22.7N,48.0W,40,-999
19501012,JIG,0,TS,23.0N,49.0W,45,-999
19501012,JIG,600,TS,23.3N,50.1W,45,-999
19501012,JIG,1200,TS,23.6N,51.2W,50,-999
19501012,JIG,1800,TS,23.9N,52.3W,55,-999
19501013,JIG,0,TS,24.3N,53.4W,55,-999
19501013,JIG,600,TS,24.8N,54.4W,60,-999
19501013,JIG,1200,HU,25.4N,55.5W,65,-999
19501013,JIG,1800,HU,26.1N,56.7W,70,-999
19501014,JIG,0,HU,27.0N,57.7W,75,-999
19501014,JIG,600,HU,28.0N,58.6W,75,-999
19501014,JIG,1200,HU,29.0N,59.4W,80,-999
19501014,JIG,1800,HU,29.9N,60.1W,80,-999
19501015,JIG,0,HU,30.8N,60.3W,85,-999
19501015,JIG,600,HU,31.9N,60.2W,90,-999
19501015,JIG,1200,HU,33.0N,59.7W,100,-999
19501015,JIG,1800,HU,34.1N,58.5W,100,-999
19501016,JIG,0,HU,35.1N,57.4W,90,-999
19501016,JIG,600,EX,36.0N,56.1W,80,-999
19501016,JIG,1200,EX,36.9N,54.6W,75,-999
19501016,JIG,1800,EX,38.1N,52.2W,75,-999
19501017,JIG,0,EX,39.5N,49.2W,75,-999
19501017,JIG,600,EX,41.0N,46.0W,75,-999
19501017,JIG,1200,EX,43.0N,42.8W,70,-999
19501017,JIG,1800,EX,45.0N,39.9W,65,-999
19501018,JIG,0,EX,47.5N,37.5W,65,-999
19501013,KING,600,TD,16.0N,84.2W,25,-999
19501013,KING,1200,TD,16.0N,83.9W,25,-999
19501013,KING,1800,TD,16.0N,83.8W,25,-999
19501014,KING,0,TD,16.0N,83.7W,30,-999
19501014,KING,600,TD,16.1N,83.6W,30,-999
19501014,KING,1200,TD,16.2N,83.5W,30,-999
19501014,KING,1800,TS,16.3N,83.3W,35,-999
19501015,KING,0,TS,16.6N,82.7W,40,-999
19501015,KING,600,TS,16.9N,82.0W,45,-999
19501015,KING,1200,TS,17.2N,81.0W,50,-999
19501015,KING,1800,TS,17.7N,80.0W,55,992
19501016,KING,0,HU,18.4N,79.3W,65,-999
19501016,KING,600,HU,18.9N,79.0W,70,-999
19501016,KING,1200,HU,19.3N,78.7W,75,985
19501016,KING,1800,HU,20.0N,78.3W,80,-999
19501016,KING,2200,HU,20.9N,78.3W,80,-999
19501017,KING,0,HU,21.1N,78.2W,75,-999
19501017,KING,600,HU,22.2N,78.3W,65,-999
19501017,KING,1200,HU,23.2N,79.0W,70,988
19501017,KING,1800,HU,24.0N,79.5W,90,-999
19501018,KING,0,HU,24.7N,79.8W,105,-999
19501018,KING,500,HU,25.7N,80.2W,115,955
19501018,KING,600,HU,25.9N,80.3W,115,955
19501018,KING,1200,HU,27.1N,81.0W,80,975
19501018,KING,1800,HU,28.6N,81.5W,70,983
19501019,KING,0,HU,30.0N,82.4W,65,989
19501019,KING,600,TS,31.1N,83.5W,45,992
19501019,KING,1200,TS,31.7N,84.5W,35,996
19501019,KING,1800,TD,32.1N,85.3W,25,999
19501020,KING,0,TD,32.5N,86.0W,20,1000
19501020,KING,600,TD,32.9N,86.5W,20,1002
19501017,UNNAMED,600,TS,22.0N,42.0W,35,-999
19501017,UNNAMED,1200,TS,22.5N,42.7W,35,-999
19501017,UNNAMED,1800,TS,22.9N,43.3W,35,-999
19501018,UNNAMED,0,TS,23.4N,43.8W,35,-999
19501018,UNNAMED,600,TS,24.2N,44.5W,40,-999
19501018,UNNAMED,1200,TS,24.9N,44.8W,40,-999
19501018,UNNAMED,1800,TS,25.4N,44.9W,40,-999
19501019,UNNAMED,0,TS,25.9N,44.8W,45,-999
19501019,UNNAMED,600,TS,26.5N,44.6W,45,-999
19501019,UNNAMED,1200,TS,27.2N,43.9W,45,-999
19501019,UNNAMED,1800,TS,28.2N,43.0W,50,-999
19501020,UNNAMED,0,TS,29.2N,41.8W,50,-999
19501020,UNNAMED,600,TS,30.1N,40.4W,55,-999
19501020,UNNAMED,1200,TS,30.8N,39.0W,55,-999
19501020,UNNAMED,1800,TS,31.4N,37.5W,55,-999
19501021,UNNAMED,0,TS,32.2N,35.8W,60,-999
19501021,UNNAMED,600,TS,33.3N,34.1W,60,-999
19501021,UNNAMED,1200,TS,35.0N,32.7W,60,-999
19501021,UNNAMED,1800,TS,35.8N,31.9W,60,-999
19501022,UNNAMED,0,TS,36.8N,31.2W,60,-999
19501022,UNNAMED,600,TS,37.9N,30.3W,55,-999
19501022,UNNAMED,1200,TS,39.2N,29.2W,55,-999
