,name,year,hurricane_id,date,time,status,max_wind,air_pressure,latitude,longitude,norm_damage_usd,damage_usd,name_year,lat_lon
21753,Sandy,2012,663,20121024,1900,HU,75,1006,17.15,-76.1,73,68,Sandy_2012,"17.15,-76.1"
21752,Sandy,2012,663,20121025,0,HU,85,992,18.15,-76.07,73,68,Sandy_2012,"18.15,-76.07"
21755,Sandy,2012,663,20121025,525,HU,100,0,20.0,-76.0,73,68,Sandy_2012,"20.0,-76.0"
21750,Sandy,2012,663,20121025,600,HU,100,0,20.02,-76.0,73,68,Sandy_2012,"20.02,-76.0"
21749,Sandy,2012,663,20121025,900,HU,95,0,20.15,-75.12,73,68,Sandy_2012,"20.15,-75.12"
21748,Sandy,2012,663,20121025,1200,HU,95,1012,21.12,-75.08,73,68,Sandy_2012,"21.12,-75.08"
21751,Sandy,2012,663,20121025,1800,HU,90,1004,23.05,-75.05,73,68,Sandy_2012,"23.05,-75.05"
21734,Sandy,2012,663,20121026,0,HU,75,1004,24.13,-75.15,73,68,Sandy_2012,"24.13,-75.15"
21735,Sandy,2012,663,20121026,600,HU,70,966,25.12,-76.07,73,68,Sandy_2012,"25.12,-76.07"
21732,Sandy,2012,663,20121026,1200,HU,65,0,26.07,-76.15,73,68,Sandy_2012,"26.07,-76.15"
21730,Sandy,2012,663,20121026,1800,HU,65,1012,27.0,-77.03,73,68,Sandy_2012,"27.0,-77.03"
21711,Sandy,2012,663,20121027,0,TS,60,1004,27.08,-77.02,73,68,Sandy_2012,"27.08,-77.02"
21713,Sandy,2012,663,20121027,600,TS,60,1005,28.02,-76.15,73,68,Sandy_2012,"28.02,-76.15"
21714,Sandy,2012,663,20121027,1200,HU,70,999,28.13,-76.08,73,68,Sandy_2012,"28.13,-76.08"
21715,Sandy,2012,663,20121027,1800,HU,70,0,29.12,-75.1,73,68,Sandy_2012,"29.12,-75.1"
21716,Sandy,2012,663,20121028,0,HU,65,997,30.08,-74.12,73,68,Sandy_2012,"30.08,-74.12"
21717,Sandy,2012,663,20121028,600,HU,65,0,31.05,-73.15,73,68,Sandy_2012,"31.05,-73.15"
21718,Sandy,2012,663,20121028,1200,HU,65,0,32.0,-73.0,73,68,Sandy_2012,"32.0,-73.0"
21719,Sandy,2012,663,20121028,1800,HU,65,994,32.13,-72.0,73,68,Sandy_2012,"32.13,-72.0"
21712,Sandy,2012,663,20121029,0,HU,70,0,33.15,-71.0,73,68,Sandy_2012,"33.15,-71.0"
21720,Sandy,2012,663,20121029,600,HU,80,984,35.05,-70.08,73,68,Sandy_2012,"35.05,-70.08"
21731,Sandy,2012,663,20121029,1200,HU,85,0,36.15,-71.0,73,68,Sandy_2012,"36.15,-71.0"
21722,Sandy,2012,663,20121029,1800,HU,80,0,38.05,-73.03,73,68,Sandy_2012,"38.05,-73.03"
21723,Sandy,2012,663,20121029,2100,EX,75,0,38.13,-74.0,73,68,Sandy_2012,"38.13,-74.0"
21724,Sandy,2012,663,20121029,2330,EX,70,0,39.07,-74.07,73,68,Sandy_2012,"39.07,-74.07"
21725,Sandy,2012,663,20121030,0,EX,70,0,39.08,-74.08,73,68,Sandy_2012,"39.08,-74.08"
21721,Sandy,2012,663,20121030,600,EX,55,0,39.15,-76.03,73,68,Sandy_2012,"39.15,-76.03"
21726,Sandy,2012,663,20121030,1200,EX,50,994,40.02,-77.13,73,68,Sandy_2012,"40.02,-77.13"
21733,Sandy,2012,663,20121030,1800,EX,40,1000,40.07,-78.15,73,68,Sandy_2012,"40.07,-78.15"
21728,Sandy,2012,663,20121031,0,EX,35,1005,40.12,-79.13,73,68,Sandy_2012,"40.12,-79.13"
21729,Sandy,2012,663,20121031,600,EX,35,1004,41.02,-80.05,73,68,Sandy_2012,"41.02,-80.05"
21727,Sandy,2012,663,20121031,1200,EX,30,1011,41.08,-80.12,73,68,Sandy_2012,"41.08,-80.12"
18129,Wilma,2005,544,20051015,1800,TD,25,1004,17.1,-78.08,31,27,Wilma_2005,"17.1,-78.08"
18130,Wilma,2005,544,20051016,0,TD,25,1005,17.1,-78.13,31,27,Wilma_2005,"17.1,-78.13"
18131,Wilma,2005,544,20051016,600,TD,30,994,17.08,-79.0,31,27,Wilma_2005,"17.08,-79.0"
18132,Wilma,2005,544,20051016,1200,TD,30,1007,17.08,-79.03,31,27,Wilma_2005,"17.08,-79.03"
18133,Wilma,2005,544,20051016,1800,TD,30,1004,17.08,-79.07,31,27,Wilma_2005,"17.08,-79.07"
18134,Wilma,2005,544,20051017,0,TD,30,957,17.07,-79.1,31,27,Wilma_2005,"17.07,-79.1"
18135,Wilma,2005,544,20051017,600,TS,35,1000,16.15,-79.1,31,27,Wilma_2005,"16.15,-79.1"
18136,Wilma,2005,544,20051017,1200,TS,40,1005,16.05,-79.12,31,27,Wilma_2005,"16.05,-79.12"
18139,Wilma,2005,544,20051017,1800,TS,45,987,16.0,-79.13,31,27,Wilma_2005,"16.0,-79.13"
18137,Wilma,2005,544,20051018,0,TS,55,1000,15.13,-79.15,31,27,Wilma_2005,"15.13,-79.15"
18138,Wilma,2005,544,20051018,600,TS,60,980,15.12,-79.15,31,27,Wilma_2005,"15.12,-79.15"
18150,Wilma,2005,544,20051018,1200,HU,65,1007,16.03,-80.05,31,27,Wilma_2005,"16.03,-80.05"
18140,Wilma,2005,544,20051018,1800,HU,75,965,16.1,-81.02,31,27,Wilma_2005,"16.1,-81.02"
18141,Wilma,2005,544,20051019,0,HU,130,0,16.1,-81.13,31,27,Wilma_2005,"16.1,-81.13"
18142,Wilma,2005,544,20051019,600,HU,150,0,17.0,-82.03,31,27,Wilma_2005,"17.0,-82.03"
18143,Wilma,2005,544,20051019,1200,HU,160,1012,17.05,-82.13,31,27,Wilma_2005,"17.05,-82.13"
18144,Wilma,2005,544,20051019,1800,HU,140,0,17.07,-83.07,31,27,Wilma_2005,"17.07,-83.07"
18145,Wilma,2005,544,20051020,0,HU,135,0,17.15,-84.0,31,27,Wilma_2005,"17.15,-84.0"
18146,Wilma,2005,544,20051020,600,HU,130,0,18.02,-84.12,31,27,Wilma_2005,"18.02,-84.12"
18147,Wilma,2005,544,20051020,1200,HU,130,0,18.05,-85.03,31,27,Wilma_2005,"18.05,-85.03"
18148,Wilma,2005,544,20051020,1800,HU,130,0,18.1,-85.08,31,27,Wilma_2005,"18.1,-85.08"
18149,Wilma,2005,544,20051021,0,HU,130,975,19.02,-85.13,31,27,Wilma_2005,"19.02,-85.13"
18127,Wilma,2005,544,20051021,600,HU,130,0,19.08,-86.02,31,27,Wilma_2005,"19.08,-86.02"
18128,Wilma,2005,544,20051021,1200,HU,125,0,20.02,-86.07,31,27,Wilma_2005,"20.02,-86.07"
18125,Wilma,2005,544,20051021,1800,HU,120,0,20.05,-86.12,31,27,Wilma_2005,"20.05,-86.12"
18116,Wilma,2005,544,20051021,2145,HU,130,0,20.1,-86.13,31,27,Wilma_2005,"20.1,-86.13"
18110,Wilma,2005,544,20051022,0,HU,120,0,20.1,-86.13,31,27,Wilma_2005,"20.1,-86.13"
18109,Wilma,2005,544,20051022,330,HU,115,968,20.13,-86.15,31,27,Wilma_2005,"20.13,-86.15"
18106,Wilma,2005,544,20051022,600,HU,110,900,20.13,-87.0,31,27,Wilma_2005,"20.13,-87.0"
18107,Wilma,2005,544,20051022,1200,HU,100,1006,21.0,-87.02,31,27,Wilma_2005,"21.0,-87.02"
18111,Wilma,2005,544,20051022,1800,HU,85,991,21.05,-87.02,31,27,Wilma_2005,"21.05,-87.02"
18105,Wilma,2005,544,20051023,0,HU,85,0,21.1,-87.0,31,27,Wilma_2005,"21.1,-87.0"
18104,Wilma,2005,544,20051023,600,HU,85,1012,21.13,-86.13,31,27,Wilma_2005,"21.13,-86.13"
18103,Wilma,2005,544,20051023,1200,HU,85,0,22.07,-86.02,31,27,Wilma_2005,"22.07,-86.02"
18108,Wilma,2005,544,20051023,1800,HU,90,0,23.02,-85.07,31,27,Wilma_2005,"23.02,-85.07"
18112,Wilma,2005,544,20051024,0,HU,95,0,24.0,-84.05,31,27,Wilma_2005,"24.0,-84.05"
18124,Wilma,2005,544,20051024,600,HU,110,959,25.0,-83.02,31,27,Wilma_2005,"25.0,-83.02"
18114,Wilma,2005,544,20051024,1030,HU,105,0,25.15,-81.12,31,27,Wilma_2005,"25.15,-81.12"
18115,Wilma,2005,544,20051024,1200,HU,95,993,26.03,-81.0,31,27,Wilma_2005,"26.03,-81.0"
18113,Wilma,2005,544,20051024,1800,HU,105,0,28.0,-78.13,31,27,Wilma_2005,"28.0,-78.13"
18117,Wilma,2005,544,20051025,0,HU,110,0,30.02,-76.0,31,27,Wilma_2005,"30.02,-76.0"
18118,Wilma,2005,544,20051025,600,HU,100,984,33.05,-72.0,31,27,Wilma_2005,"33.05,-72.0"
18126,Wilma,2005,544,20051025,1200,HU,90,1009,36.13,-67.15,31,27,Wilma_2005,"36.13,-67.15"
18119,Wilma,2005,544,20051025,1800,HU,75,1006,40.08,-63.08,31,27,Wilma_2005,"40.08,-63.08"
18120,Wilma,2005,544,20051026,0,EX,60,1006,42.08,-60.0,31,27,Wilma_2005,"42.08,-60.0"
18121,Wilma,2005,544,20051026,600,EX,55,940,44.0,-57.08,31,27,Wilma_2005,"44.0,-57.08"
18122,Wilma,2005,544,20051026,1200,EX,50,1010,45.0,-55.0,31,27,Wilma_2005,"45.0,-55.0"
18123,Wilma,2005,544,20051026,1800,EX,40,1000,45.08,-52.0,31,27,Wilma_2005,"45.08,-52.0"
